X,RamDA_mESC_48h_A04,RamDA_mESC_48h_A05,RamDA_mESC_48h_A06,RamDA_mESC_48h_A07,RamDA_mESC_48h_A08,RamDA_mESC_48h_B01,RamDA_mESC_48h_B02,RamDA_mESC_48h_B03,RamDA_mESC_48h_B04,RamDA_mESC_48h_B05,RamDA_mESC_48h_B06,RamDA_mESC_48h_B07,RamDA_mESC_48h_B08,RamDA_mESC_48h_B09,RamDA_mESC_48h_B10,RamDA_mESC_48h_B11,RamDA_mESC_48h_C01,RamDA_mESC_48h_C02,RamDA_mESC_48h_C03,RamDA_mESC_48h_C04,RamDA_mESC_48h_C05,RamDA_mESC_48h_C07,RamDA_mESC_48h_C08,RamDA_mESC_48h_C09,RamDA_mESC_48h_C10,RamDA_mESC_48h_C11,RamDA_mESC_48h_C12,RamDA_mESC_48h_D01,RamDA_mESC_48h_D02,RamDA_mESC_48h_D03,RamDA_mESC_48h_D04,RamDA_mESC_48h_D05,RamDA_mESC_48h_D06,RamDA_mESC_48h_D07,RamDA_mESC_48h_D08,RamDA_mESC_48h_D10,RamDA_mESC_48h_D11,RamDA_mESC_48h_D12,RamDA_mESC_48h_E02,RamDA_mESC_48h_E05,RamDA_mESC_48h_E06,RamDA_mESC_48h_E07,RamDA_mESC_48h_E08,RamDA_mESC_48h_E10,RamDA_mESC_48h_E11,RamDA_mESC_48h_E12,RamDA_mESC_48h_F01,RamDA_mESC_48h_F02,RamDA_mESC_48h_F03,RamDA_mESC_48h_F04,RamDA_mESC_48h_F05,RamDA_mESC_48h_F06,RamDA_mESC_48h_F07,RamDA_mESC_48h_F08,RamDA_mESC_48h_F09,RamDA_mESC_48h_F10,RamDA_mESC_48h_F11,RamDA_mESC_48h_F12,RamDA_mESC_48h_G01,RamDA_mESC_48h_G03,RamDA_mESC_48h_G04,RamDA_mESC_48h_G05,RamDA_mESC_48h_G06,RamDA_mESC_48h_G07,RamDA_mESC_48h_G08,RamDA_mESC_48h_G09,RamDA_mESC_48h_G10,RamDA_mESC_48h_G11,RamDA_mESC_48h_G12,RamDA_mESC_48h_H01,RamDA_mESC_48h_H02,RamDA_mESC_48h_H03,RamDA_mESC_48h_H04,RamDA_mESC_48h_H05,RamDA_mESC_48h_H06,RamDA_mESC_48h_H07,RamDA_mESC_48h_H08,RamDA_mESC_48h_H09,RamDA_mESC_48h_H10,RamDA_mESC_48h_H11,RamDA_mESC_48h_H12
Mapk8,1.396940588,1.710005453,0.828530939,1.492030969,0.846992731,0.93224469,0.618884542,0.936469575,0.834745381,0.955736011,0.613310007,1.367983469,1.424524788,0.934921825,1.39997448,0.932440021,0.986912362,1.441252853,1.17733571,0.840776757,0.815399329,0.607248569,0.970588146,1.605796112,0.984698677,0.865348807,0.742245925,1.338102828,0.273846624,1.232916808,1.516895081,1.330267048,1.400940773,1.707659314,0.769324719,1.474603693,0.546950196,0.83665747,1.061985739,0.981215911,1.273862567,1.039886825,1.400436113,0.880701133,1.562142241,1.060203579,1.211233924,0.992362486,1.124277086,1.189891075,0.885761855,0.879516265,1.142281753,0.856477312,0.898025433,1.615253575,1.310142222,1.11221371,1.020687892,1.007313102,1.461518306,1.317060594,0.923885489,1.000924553,1.387130874,1.115995526,0.934959788,0.640423075,0.734192371,1.334899115,0.920299863,1.448605443,1.29587242,1.000083861,1.2066778,0.442905695,1.306127129,1.065626017,0.624807833,0.953437626,0.585103385
Matr3,0.192006267,0.321379679,0.208562878,0.513666101,0.159512054,0.617922845,0.240961379,0.214650213,0.428213628,0.11180146,0.360749705,0.438909248,1.439730199,0.476324215,0.504496279,0.216977208,0.478137767,0.6164276,0.510909535,0.887894035,0.852768686,0.223172752,0.309619779,0.130978395,0.135464963,0.115867776,0.456702411,0.519137587,0.903595488,0.251241268,0.881628618,0.288377908,0.220475415,0.303368324,0.242372687,0.289186981,0.449029792,0.511773019,0.249671146,0.372782027,0.24766439,0.252780419,0.157929494,0.247175362,0.190227012,0.31725285,0.207924547,0.217836559,0.319913384,0.26833763,0.439476157,0.572757271,0.431030324,0.34189017,0.336246587,0.180216816,0.276101249,0.838154142,0.356085765,0.163014779,0.059402249,0.587026634,0.180732783,0.167182569,0.494520937,0.528308467,0.285219993,1.087838086,0.383250377,0.44761373,0.648538424,0.314588345,0.149301642,0.527768697,0.426633024,0.07116066,0.403766295,0.150201021,0.324891274,0.219845895,0.719105442
Mbd2,1.548613885,0.797567664,1.044241089,1.964470267,2.000164148,0.857055639,1.633157552,1.688130633,1.657325761,1.026336996,0.853261995,0.683488658,2.115742893,1.663133329,0.691423858,1.307906759,1.294639351,0.970541859,1.744211204,1.0986517,0.893526769,1.734148254,0.916610549,1.695632267,1.689545982,1.20586827,1.346655942,1.911926353,0.963633163,0.9859809,0.76254243,1.989501456,1.39022319,2.042422682,1.456308696,1.438938345,1.077801944,1.020854361,1.270433084,1.163160436,1.893655465,1.746043059,1.294710777,0.864568207,1.753764568,1.453142671,1.280110499,0.796159921,1.929064039,1.533497544,1.472154477,1.061480885,1.696588399,1.647852431,1.03421271,0.53235586,1.171518079,1.876170921,1.474696519,0.958635808,1.154623216,1.702134559,1.823281513,0.960854726,1.28511101,1.61632476,1.712317996,1.152974348,1.15138225,1.45069709,1.107520731,0.987440618,1.721498003,1.486244442,1.219055714,1.546959876,0.601564074,1.710707725,1.290291574,1.645354271,1.007257263
Mcm2,1.781853748,2.801579204,2.475257758,2.880930794,2.682119691,1.59402254,2.010403861,2.742968065,1.292089875,2.382351987,2.157253194,2.950913793,2.979580722,2.922117807,2.120332192,2.096464368,2.914188445,3.054857806,3.117199662,2.829085834,2.837931323,2.898751408,1.712951619,3.264261082,2.89374872,2.342543958,2.885967167,2.268090834,2.447476536,1.612231724,3.052299305,2.988023757,1.772513115,2.819822085,1.593716118,1.966787551,3.39590381,3.319658429,2.723916967,2.840613721,2.754397974,3.248323706,3.038276671,2.439503822,2.058972872,2.539014003,2.700620898,2.6415689,2.916973217,2.153995341,3.103230786,2.498051395,2.041017235,1.59287319,2.428909137,3.088823523,2.572056647,3.232541026,3.158764237,2.609133915,2.824646972,2.072631141,2.875278133,1.785148301,1.883401318,2.872465572,2.61337611,2.367931169,1.497839578,2.816284222,3.217771292,2.272408299,2.789067083,3.032111087,2.942397051,2.588418512,1.350815073,2.23942996,2.011789727,2.403974184,2.665750345
Mcm3,1.675438011,2.896777453,2.672208829,2.834467526,2.170820121,1.550864067,2.327395612,2.750251575,1.374724834,2.088597423,1.437248612,3.283551611,3.09940888,2.54801843,1.937659389,1.894361526,2.533561562,3.106713784,3.503535984,2.203446166,2.760341033,2.116244867,2.289246002,3.323072867,3.542325354,2.030813256,2.830312511,2.114807145,2.199293065,2.175631671,3.38950554,2.761923067,0.951688193,2.887691483,1.60452534,1.932852135,2.484981904,2.474944249,2.666568013,2.958608723,3.072041561,2.552229731,3.108506085,2.389249763,1.717902848,2.319689269,1.903242983,2.861389045,2.977264347,2.173039609,3.410557254,3.042005049,2.324357773,2.401673644,2.293924105,2.90207547,2.279074568,2.658077548,2.645567714,2.738266824,2.832409151,2.492122487,2.784510238,1.509886997,1.750787659,2.918166545,2.307788469,1.69303237,1.18777456,1.984249348,2.85627982,2.014186242,2.220969228,2.758622203,3.282958749,2.238911292,1.259658029,2.212567764,1.792211582,2.276712893,2.403319155
Mcm4,1.401054537,2.565088884,2.246742255,2.84958498,1.410287142,1.247445214,1.130164895,2.592050616,1.005160951,1.394290328,1.114325839,2.803766591,2.725807309,2.400321254,1.646779878,1.558117831,2.387943327,2.824895216,2.776835554,2.483235293,2.570938805,1.726323403,1.737916394,2.976726033,2.941175936,1.995275142,2.416937041,1.506761453,1.641076727,1.478848442,2.614664877,2.370483443,1.62331385,2.682893167,0.929073086,2.271899032,3.108543754,2.122700596,1.711297017,2.196243144,2.575599128,2.531374692,2.283733057,2.172692829,1.305079213,2.096564649,1.400341982,2.761849646,2.175805576,1.848825846,2.735546948,3.078451453,1.164301246,1.69165671,1.637226474,3.130155321,1.816431805,2.603094893,2.038570491,2.279941163,2.774506552,2.151072503,2.067762072,1.126860671,1.115211013,2.632900876,1.931512134,1.788832112,0.642612293,2.041411583,2.695371372,1.807057601,2.181218719,2.456462327,2.364958662,1.882942907,1.10823499,1.598633046,1.153543422,1.827740968,2.348968288
Mcm5,0.439041021,0.642433203,1.294121923,0.910221712,0.326892024,0.238561041,0.422252951,0.276066599,0.476101401,0.854172652,0.814528867,0.933396613,1.218903864,0.926841543,0.284056104,0.398590588,1.20780511,1.023783603,1.778879454,1.038993909,1.295860483,0.578988097,1.249130697,1.30877472,1.202623268,0.710633186,1.339473761,0.55672352,0.758667148,0.811107783,1.510737036,0.922578467,0.424327575,1.118446897,0.207115784,0.967491855,1.104109042,0.544798207,1.164003081,1.542040872,0.837025678,1.366660653,1.229515296,0.665084629,0.68676412,1.049626495,0.5695137,1.045321404,1.097280018,0.706491145,1.437151638,1.515787933,0.724016748,1.099740453,0.887202751,1.136426277,0.908866817,1.013349575,0.803699618,1.148990863,1.374111799,0.798209687,0.769559461,0.283388386,0.481827684,0.967021927,0.552767509,0.516610874,0.596337302,0.558282161,1.160360303,0.499535788,0.827508847,1.248985542,0.894558275,0.743122467,0.324562949,0.85561709,0.316540586,0.78541306,0.636819159
Mcm6,2.413906632,2.724686896,2.682905445,3.155186609,2.399185769,1.319753643,1.781968358,3.082411066,1.193379396,1.329547255,1.526637254,3.171835947,3.202824038,3.06924877,1.601740693,2.015427698,3.345245242,3.180291342,3.126483618,3.053968391,3.721314845,2.726079825,1.480804131,3.120003873,3.19102286,2.714145315,2.448688441,1.893228032,2.429601827,1.613075563,3.10042222,2.511587049,1.116450388,3.137010457,0.756501412,2.510346708,3.116160765,3.017637833,3.163817904,2.41115571,2.73246549,3.07548375,2.473548199,2.550716797,1.964283064,3.534260055,2.125711298,2.799521797,2.660136475,1.80667122,3.039306027,2.544911911,1.695146797,2.087332682,1.843560958,3.179724003,2.84446888,3.058090742,2.299482489,3.069186318,2.714794048,2.213996227,3.141820477,0.945557914,1.33155648,2.716413937,2.33650367,2.035187088,0.802866109,2.2947993,2.774357672,2.430971003,2.954540273,2.873914755,3.304763909,2.909117823,1.158693618,2.248731655,1.504408019,2.44047629,2.448327572
Mcm7,2.608369187,2.435438724,2.956553827,2.919068102,1.608515316,1.993385234,1.561846153,3.062366275,1.717799771,2.975691336,2.598019718,3.864268066,3.318835387,3.327599725,2.649229047,2.289999155,2.776880445,3.014038182,3.28788925,2.967727025,3.463652532,3.173529949,3.242413914,2.812884369,3.4114416,2.463611123,2.534556814,2.521981979,2.925929257,2.124485005,3.241695554,2.298711453,2.309023813,3.060834275,1.86822443,1.911328576,3.36344549,2.757831734,3.030183089,2.89108642,2.645884422,3.098344691,3.12735121,2.866346464,2.040217312,3.367789805,2.577785413,2.593579958,2.407793895,1.730666426,2.620250025,2.95781461,2.152536821,2.677012792,2.600044461,3.31963268,2.932215893,3.167638343,2.814084222,3.210824613,2.87175824,2.708677592,2.836018575,2.187478073,1.81482929,2.774099069,2.896107933,2.37229338,1.721503956,2.557695952,3.087870651,3.129329666,3.05133001,2.916950234,2.844908135,3.077994622,1.772744398,2.335362376,2.116529967,2.986706203,3.39268273
Mdm2,2.915808089,2.993966925,2.429059658,2.55626783,2.420751482,1.996875347,2.124963441,2.772715098,1.763820975,1.943037107,2.438005566,2.740720055,3.555584898,3.522786595,2.516250321,2.508460739,3.571243102,2.110535279,2.403305864,3.211448614,3.27572773,3.246555842,3.85126351,2.481627251,2.924661321,1.969579421,3.552262794,2.121542448,1.992366591,2.434348209,3.207584981,2.476579372,2.193640902,2.97058838,1.804892548,2.713455512,2.614068176,3.074062068,2.441187351,2.068462736,2.151534251,3.260719609,2.95607984,1.895496674,3.204328039,3.726483076,2.626428689,2.593504454,2.520010421,3.415829559,2.706081066,1.884953276,2.933696767,3.605023284,2.870236569,3.039390693,2.168036043,3.271480428,3.649671239,2.347840446,2.308485294,2.684482352,2.365934909,1.809131404,2.362975678,1.143746059,2.365196271,1.891082292,2.248740775,3.142499046,3.905608634,2.905842787,1.954497663,2.026564526,1.672603006,1.438836654,2.04123445,1.936793404,1.358866299,2.625793011,3.313416009
Med12,1.747519752,0.679120544,0.999363975,1.220812951,1.217253651,1.555283184,1.495704634,0.878688569,1.271071895,0.979590568,0.928188195,1.104242511,1.095484561,1.195602018,1.562266965,0.951055608,0.669647002,1.891998486,1.117940303,0.67182906,1.559056324,1.472082853,1.749575948,1.292170142,0.963724537,1.614823618,1.60858902,0.757268655,1.672572512,1.422682148,1.027560053,0.798794616,1.440775065,1.722912339,1.210625108,1.395847756,1.341486919,1.091266628,1.20033701,1.326311014,0.950610276,1.679660818,1.274946106,1.139960265,1.359248117,1.52846451,1.322535282,0.995059423,1.021020322,1.243666214,1.26327797,1.918681025,1.779496552,1.771306496,1.21426457,0.69889888,0.79084154,1.209537571,1.125237343,1.834103145,1.329622835,1.316798329,1.352042991,0.66412673,1.427863942,1.70218307,1.208458084,1.950639258,1.503953697,1.860485741,1.063174796,1.397939794,0.855756343,1.150516704,1.539517499,1.162762455,1.297025341,1.317835632,1.423777393,0.904617977,1.767941393
Med15,0.991305225,0.756016363,1.342460874,1.039985616,0.974201198,0.714911115,1.147028765,0.813560724,1.280604798,1.123492001,1.034982624,0.893417946,0.974638602,1.32141087,1.042625015,1.11436564,1.151853014,1.466000737,1.149763025,1.056434725,1.578945394,1.274924906,1.534178824,1.623585286,1.019885416,0.96248957,1.06708494,1.391347343,1.305648444,1.658810606,1.553240951,0.975570365,1.417660361,1.31733795,1.498595466,1.718955654,1.040124617,1.238271506,1.08215541,1.472197448,1.254091022,0.990991212,1.598127471,1.238885812,0.942920297,0.988516899,1.102410186,1.034194478,1.230414596,1.43160812,1.66352589,1.585253065,1.577774708,1.270809206,1.388099473,0.871219035,1.44965515,1.539474008,1.02079286,1.340915563,1.398038006,1.209364919,1.117433692,1.330352195,1.292807116,1.098150869,1.217025017,1.023978698,1.025393943,1.461890276,0.67893229,1.268816027,0.929702464,1.110277177,1.074058791,0.846088439,1.114267331,1.108526599,1.112858418,1.435286261,1.465716473
Med21,1.013499754,1.139798012,0.973206143,1.61337561,1.092995458,1.182232182,2.78508767,1.493171558,2.120960944,1.627259394,1.402503325,2.125166076,0.995167146,1.316920334,1.814719559,1.53067305,2.094658546,1.709375867,0.816591375,1.408134025,2.645940106,0.560425922,2.359946906,1.007350898,1.294592746,0.714391875,1.086464255,1.034281912,1.123753404,1.734743271,1.585637998,1.546927299,2.317687284,1.564229161,1.321986659,1.274785627,1.738739403,1.817641653,2.313927342,2.162312267,2.065073003,1.975175599,1.741754122,1.315898032,0.994480946,1.381624924,0.596363469,1.124019926,1.695815721,1.971118184,1.339132844,2.36297673,1.751585927,1.656567415,1.376925608,1.220857252,1.551845594,0.789694129,1.622113426,1.997266173,1.989920856,1.38493055,1.145103055,0.499650373,1.717409269,1.125806759,1.23136173,1.24318712,0.831215968,1.260821283,1.067434627,2.040047811,1.011372964,1.080727263,2.148648819,0.716894811,1.040083296,0.9604856,0.680810228,1.473971781,1.440076247
Med31,1.324423578,0.465519641,0.660272901,0.34055861,0.724298395,0.893118411,0.651290754,0.110759733,0.565262307,0.497078019,0.552242218,0.27636761,0.475123262,0.608292592,1.040736277,0.435155168,0.451308716,0.633309462,0.535316749,0.808585228,1.038415349,0.64131991,0.988953847,1.232660399,0.179054885,0.558941275,1.106355901,1.107810369,0.719245776,0.85621442,0.987613642,1.172049693,1.453359409,1.343899336,1.282273069,0.507128301,0.410008272,0.758927496,0.331018455,1.360922247,1.106481893,0.435846855,0.705922449,0.941892184,0.570046085,0.504520337,0.590524819,0.378051414,0.717372152,0.886683153,0.49920301,0.623431578,1.457912611,1.427406261,0.861343203,0.580391245,0.752208887,0.776354404,0.941815847,0.770914144,1.261138291,0.948682787,0.968357931,0.542215635,1.270940923,0.418730392,0.768956474,0.636151761,0.568329216,0.879081221,0.84860308,0.587879155,0.749406164,0.562971756,0.721412463,0.760957114,0.463910186,0.643139805,0.591116745,0.570033129,0.587733016
Med4,2.014706535,1.459132284,1.769480641,1.746787992,1.633724504,1.426419338,1.956250059,1.650948598,1.629183452,1.605952091,1.416420219,1.688606311,2.167350877,1.991740218,1.987448526,2.187388796,1.704493787,1.487805807,2.161374506,2.029966686,1.080405451,1.222434744,1.603182518,1.584732436,1.788170597,1.696271243,1.589976895,1.558516505,1.958377335,1.765178357,1.621879504,2.124338172,2.018609025,1.750733273,1.955098368,2.059634145,1.454416889,1.31136024,1.276040807,1.780645716,1.239486956,2.046617683,2.107022996,1.658730263,1.950321995,1.198909254,1.705361924,2.132730493,1.913106267,1.532808479,1.273982771,1.212497716,1.921042329,1.950645884,1.65500395,1.905163408,1.852806418,1.870057694,1.512850265,2.217952953,1.881852892,1.993745756,1.908929975,1.66081108,1.660127278,1.750977926,1.817121922,1.668776763,1.20336677,1.810620455,1.349584556,1.821690328,1.293636355,1.602414228,1.680382094,1.940746375,1.762751868,1.563524948,1.123799936,1.719570442,1.099591335
Mef2a,0.767024385,0.602318439,0.103824228,0.461918901,0.64559191,0.648254519,0.396123426,0.582478707,0.598686778,0.399426095,0.531155833,0.291219588,0.599016131,0.460291197,0.544702659,1.133509575,0.296026486,0.141136979,0.703534639,0.584785912,1.070374538,0.275831053,0.66271146,0.860031494,0.133715877,0.221950369,0.390271723,0.774611954,0.763643541,0.655740698,1.016493642,0.767616192,1.134606741,0.81333223,0.819806069,0.550421181,0.413653048,0.397528589,0.413584672,0.31057627,0.628982761,0.686359791,0.612064115,0.340181394,0.4064214,0.60880759,0.604947586,0.695686826,0.173620919,0.568663442,0.728605364,0.599350355,0.448026905,0.790333086,0.542464145,0.256863608,0.718819822,0.689103206,0.269230586,0.479134224,0.470728938,0.692625283,0.648023185,0.963689017,0.678515815,0.796625771,0.370874115,0.711192129,0.640877228,0.570573211,0.491540702,0.128957493,0.19234684,0.428965963,0.614107843,0.641992199,0.469126734,0.532373273,0.326239899,0.701792075,0.976124353
Mef2c,0.068901437,0.007029871,0,0.007371549,0,0,0.113017913,0,0,0,0.055370841,0.048369278,0,0,0.047615443,0.053976146,0,0,0,0,0,0.101552381,0,0,0,0,0.1855641,0,0,0,0.117651672,0.050744529,0.262363278,0,0.080124246,0.1189437,0,0.200024372,0,0,0,0.152759192,0.054117209,0,0.284705088,0.30161245,0,0,0,0.05365059,0,0.066311141,0.055312012,0.056367587,0.004463959,0,0.007334814,0,0.009554534,0,0,0,0,0.399124708,0.210089489,0,0,0,0,0,0,0.017530672,0,0,0.071116196,0,0,0.02371045,0,0.020035493,0
Mef2d,0.880485558,1.246772286,0.524376396,0.999745764,0.829104384,1.17250642,1.408684933,0.627683256,1.747240078,0.844047471,1.701069415,1.018470224,1.278845291,1.09412976,0.509101954,1.163396206,1.157067942,0.726151565,1.822723373,0.898710877,1.348909105,1.496980434,0.717589217,1.297268325,0.898618288,0.330558711,0.457770502,0.597815979,1.204968336,1.087628653,0.665020236,2.232371727,1.758997145,1.188839588,1.006998765,1.08767827,0.962662241,0.88564213,1.345046605,1.617523281,0.918692396,1.290488427,1.561634614,0.690998823,0.597462744,0.922260331,0.950338364,0.819158361,0.917614757,0.836142158,1.18513246,1.30087934,1.125802843,0.859273607,0.571054043,0.93458207,0.877787367,1.470904551,1.0953845,1.504291401,0.835681284,1.492552436,1.20902458,0.853163395,1.415724149,1.119221021,0.915117318,1.962644959,0.881236585,0.453507769,0.578872911,0.845824237,1.282694288,1.101757792,1.175934853,1.051519667,1.08736163,0.705030208,0.45908496,0.850156588,1.229231504
Meis1,0.742888629,0.79261538,0.760408309,0.898461937,0.639472281,0.623586249,0.501520589,0.14894777,0.132060123,0.089096898,0.442441212,0.882899299,0.785315552,0.851074567,0.958932303,0.519791008,0.521052376,1.464374696,0.540797551,1.170013435,1.262902651,1.544946061,0.380873934,1.091638024,1.042980656,0.848451425,0.689905889,0.432346718,0.320313547,1.021518956,1.177239748,0.611441514,0.472080777,0.325884105,0.550054136,0.781571383,1.396875115,1.392004198,1.22070306,0.101099443,0.916065213,0.258924315,1.114442474,0.675734564,0.646258895,0.239340545,1.167270672,0.23993542,0.827434612,1.089706724,1.161986856,0.642024412,1.239594146,0.495236628,1.143800614,0.698308382,1.380480657,0.685916704,0.860196665,0.82438143,0.695567052,0.587233935,0.35381107,0,0.615129228,1.199903185,0.960626998,0.308831532,0.458684738,0.366467119,0.553900603,0.659419011,0.658210008,0.849468136,0.530937435,0.58925609,1.187492633,1.080284994,1.0001501,0.657129849,0.527123057
Men1,2.541832796,1.725293576,1.609364103,0.92695441,1.190068232,2.044846846,1.646593412,1.631420387,2.708022462,1.196692618,1.686622089,1.690959786,1.846362588,1.78577889,2.306883958,2.594434356,1.936890036,1.855200148,1.807449966,1.702521916,1.086979255,2.229146095,1.719801855,2.36330437,1.286428192,2.307123301,1.531069686,2.486038562,1.115776914,2.740021933,2.350731781,2.262405221,1.812782001,2.270268639,1.546284081,2.726309465,1.344246002,1.710696275,1.262900651,1.699748011,1.958913538,1.690419388,1.772785518,2.299713573,1.705704129,1.761331106,1.53337164,2.022946216,1.76420921,2.159393117,1.22388865,1.593878382,1.867527429,1.814353869,1.87174897,1.201551234,1.661755519,2.357756738,1.655074179,2.339827029,1.048923765,2.417263155,1.800918093,1.60774023,1.538290578,3.052768424,2.271377795,1.564999358,1.95429337,2.835316799,1.86028834,2.116608247,2.274118594,1.44265367,2.153365662,1.152536576,2.08600044,1.172491701,1.598526086,1.65325516,2.71034772
Mis18bp1,2.026416895,0.637475234,0.869528965,0.270565372,0.675162778,1.384879135,1.657127329,0.550234518,1.445185884,0.377653219,0.477930132,0.78088591,1.371423994,0.717531344,1.741372039,1.283885507,1.314986389,1.201937066,0.472392992,0.44488306,1.743178824,1.410580978,1.889369218,0.80929731,0.3505084,0.869359155,0.568368834,1.116819485,1.351879706,1.364292563,0.877256579,0.77747048,1.82070251,0.060318193,1.127624881,1.341207882,0.639326483,1.622568364,0.826293325,0.573468874,1.269348742,1.01541527,0.53395194,1.447872459,0.961829232,1.22645459,1.164907375,0.72236822,0.376098607,1.522611281,1.401553186,0.737975345,1.278500877,1.435713157,0.909183757,0.31474039,1.22975811,1.392696962,1.212123648,1.026591184,0.641420023,1.275584204,1.249921096,1.858612853,1.944309822,0.36490998,0.420525014,0.50858917,1.283802589,0.712739839,0.548489959,1.882101467,0.84222706,0.581501519,0.171901473,0.708207945,2.172493778,1.629761148,1.562576938,1.051539936,0.162905944
Mitf,0.104773322,0.084613547,0.397930375,0.085899682,0.137073741,0.219651184,0.394629273,0,0.063888171,0.512145956,0.366228175,0.454724641,0,0.202184888,0.291315053,0.037966554,0.50147379,0,0.475823736,0.558667706,0.931909111,0.203419855,0.031840631,0.450454243,0.156034433,0.093455255,0.125214671,0.483434578,0.088452183,0.383241062,0.368261686,0.086420989,0.440577039,0.64999977,0,0.092432872,0.115754991,0.078110097,0.120995092,0.241873032,0,0.183118448,0.048973998,0.042297603,0.50351544,0.14051527,0.151553235,0.072331499,0.045987107,0.382827706,0.146610843,0,0.111728615,0.400397717,0.19988176,0,0.294593466,0,0.688935714,0,0.112016319,0.114880772,0.127511926,0.439864432,0.472520044,0.225225433,0.454186832,0.339545442,0.126010699,0.500166996,0.06695927,0.217657657,0.096254889,0,0.463922733,0.137011182,0.64023301,0.109251775,0.069712835,0.093584145,0
