X,RamDA_mESC_24h_A04,RamDA_mESC_24h_A05,RamDA_mESC_24h_A06,RamDA_mESC_24h_A08,RamDA_mESC_24h_A09,RamDA_mESC_24h_A10,RamDA_mESC_24h_A11,RamDA_mESC_24h_A12,RamDA_mESC_24h_B01,RamDA_mESC_24h_B02,RamDA_mESC_24h_B03,RamDA_mESC_24h_B04,RamDA_mESC_24h_B05,RamDA_mESC_24h_B06,RamDA_mESC_24h_B07,RamDA_mESC_24h_B08,RamDA_mESC_24h_B09,RamDA_mESC_24h_B10,RamDA_mESC_24h_B11,RamDA_mESC_24h_B12,RamDA_mESC_24h_C01,RamDA_mESC_24h_C02,RamDA_mESC_24h_C03,RamDA_mESC_24h_C04,RamDA_mESC_24h_C05,RamDA_mESC_24h_C06,RamDA_mESC_24h_C07,RamDA_mESC_24h_C08,RamDA_mESC_24h_C09,RamDA_mESC_24h_C10,RamDA_mESC_24h_C11,RamDA_mESC_24h_C12,RamDA_mESC_24h_D01,RamDA_mESC_24h_D02,RamDA_mESC_24h_D03,RamDA_mESC_24h_D04,RamDA_mESC_24h_D05,RamDA_mESC_24h_D06,RamDA_mESC_24h_D07,RamDA_mESC_24h_D08,RamDA_mESC_24h_D09,RamDA_mESC_24h_D10,RamDA_mESC_24h_D11,RamDA_mESC_24h_D12,RamDA_mESC_24h_E01,RamDA_mESC_24h_E02,RamDA_mESC_24h_E03,RamDA_mESC_24h_E04,RamDA_mESC_24h_E05,RamDA_mESC_24h_E06,RamDA_mESC_24h_E07,RamDA_mESC_24h_E08,RamDA_mESC_24h_E09,RamDA_mESC_24h_E10,RamDA_mESC_24h_E11,RamDA_mESC_24h_E12,RamDA_mESC_24h_F01,RamDA_mESC_24h_F02,RamDA_mESC_24h_F03,RamDA_mESC_24h_F05,RamDA_mESC_24h_F06,RamDA_mESC_24h_F07,RamDA_mESC_24h_F08,RamDA_mESC_24h_F09,RamDA_mESC_24h_F10,RamDA_mESC_24h_F11,RamDA_mESC_24h_F12,RamDA_mESC_24h_G01,RamDA_mESC_24h_G02,RamDA_mESC_24h_G03,RamDA_mESC_24h_G04,RamDA_mESC_24h_G05,RamDA_mESC_24h_G06,RamDA_mESC_24h_G07,RamDA_mESC_24h_G08,RamDA_mESC_24h_G09,RamDA_mESC_24h_G11,RamDA_mESC_24h_G12,RamDA_mESC_24h_H01,RamDA_mESC_24h_H02,RamDA_mESC_24h_H03,RamDA_mESC_24h_H04,RamDA_mESC_24h_H05,RamDA_mESC_24h_H06,RamDA_mESC_24h_H07,RamDA_mESC_24h_H08,RamDA_mESC_24h_H09,RamDA_mESC_24h_H10,RamDA_mESC_24h_H11,RamDA_mESC_24h_H12
Mxd4,0.337361426,0.213020729,1.264817829,0.482831421,0.502333148,1.085500468,0.517464953,1.128724228,0.658199373,0.623692691,0.193587591,0.539059445,0.619886108,0.829940951,0.821874476,0.356455047,0.917472431,0.362941857,0.315056917,0.815862543,1.166897291,0.743620187,0.719864017,0.658393422,0.200820706,0.62275361,1.116155327,0.32984499,0.224675416,1.497778112,0.983015447,0.571987354,1.129321911,0.570318526,1.03632281,0.428801303,0.360559441,0.666543879,0.166670568,0.542198927,1.278210141,1.419383314,0.77696569,0.641567543,1.101520849,0.918405495,1.157708044,0.569570191,0.330481048,1.297417034,0.748118448,0.359911763,0.486420377,0.624688887,1.070466139,0.833037874,0.693592387,0.827097858,0.59269683,0.771251123,0.422096414,0.296918484,1.220941126,0.394510873,0.236152162,0.572024163,1.020547111,0.841219621,0.566902548,0.721474867,0.706327904,0.335558119,0.322975742,0.187628773,0.217264393,1.647205612,0.673245334,0.914756305,0.860351473,0.387290846,1.05978352,0.344833737,0.235919817,0.445545573,0.348356132,0.368233004,1.515919162,0.252224973,0.607625456,1.336540402
Mybbp1a,4.002980301,3.968313014,3.399654734,3.953108602,4.232408837,4.020397316,3.925078449,3.307542763,4.29376511,3.663872137,3.695900972,4.148960929,4.439247508,4.293281567,4.054980648,3.646605448,4.336085366,3.227830019,4.234311128,4.139829787,4.580973926,4.66841937,4.34018275,3.862141142,3.848572564,3.835718061,3.7188564,4.231786799,4.006612642,3.488974432,3.586425928,3.667561947,4.436910884,4.234007235,3.426502772,4.208900467,4.026889398,3.770465654,4.077142076,4.09643624,3.457192677,3.895615656,3.377034989,4.035208206,3.674109781,2.876697338,3.58101405,4.2800672,4.178597665,3.657209913,3.922714488,4.116471696,4.140519864,4.005589228,4.081080548,3.585949538,4.053332579,4.029950493,3.851477347,3.700526124,4.391628015,3.409060077,3.816297351,3.812056682,4.028156519,4.420762704,3.320383123,3.973176313,3.459587004,3.778326316,4.389639187,4.127940499,4.455288256,3.631075182,4.220872674,3.508711932,4.338839829,4.212524017,3.595388297,4.340441194,4.38757626,3.439597098,3.348316885,4.342458568,4.301209195,3.416109182,3.327501349,4.048809862,4.053315959,4.181335388
Mybl2,3.60186515,4.076881643,4.370472375,4.324932592,3.857029595,4.385319095,3.164966754,3.843904447,3.589160114,3.524511518,3.708612961,3.966102875,4.596362861,3.825663536,3.22205616,3.88559627,3.776983747,4.290288974,4.688695785,3.460075321,4.021482805,4.30126977,3.715475281,3.268472295,5.410252879,3.935927458,4.043233781,4.297495591,4.398939261,5.073683467,4.339727209,3.926784188,2.650108979,4.16891972,3.731847502,4.267604649,3.769187774,5.17112011,5.12633127,3.820955798,5.100051269,4.506277032,4.682534099,4.900511751,3.310407869,3.690302426,3.30273605,4.299598988,4.61318182,4.209273407,5.27962786,5.133228738,3.675833272,4.425719134,3.345397247,4.224324708,3.526997936,4.937365114,3.747660471,3.880719323,4.131252879,5.531955593,4.027280977,4.25734681,4.268091962,3.90770647,3.695201434,3.661658888,4.721135738,3.548809566,3.140748189,3.981797222,3.460402553,3.842795382,4.631741619,2.897959075,3.686139635,4.07209818,3.855805627,4.622786185,4.139324214,4.370583901,4.245775767,4.324941515,3.551676283,4.446512097,4.580900335,4.010529188,3.819332748,4.100118274
Myc,1.078110824,0.308351417,2.61907365,0.469440876,2.282336443,0.439065009,2.146014704,0.200034293,1.395736583,0.538230077,0.510707176,0.260399209,0.511056034,1.08775156,0.340279966,0,1.133698927,0.338165602,1.531061373,1.166774001,0.753810525,0.404038985,1.53005733,0.828519921,1.071987435,0,0,1.753888765,0.551781512,0,1.572782049,0,1.979589063,0.752800085,1.119725623,1.722790648,0.022060423,1.154316308,1.698299541,0.246386666,0.065979691,0.285968201,0.572656539,0.676784692,0.567526432,0.182528372,0.038693254,0.196208171,1.793176445,0,0.692563511,0.391545793,1.686538313,0.63202206,0,0.72345649,1.846026966,0,0.036477141,0.535667042,1.060508854,0.037837369,0,0.217286855,1.218090473,0.572463679,0.031655445,1.17125854,0.033333395,0,1.344355517,1.498988784,2.220969736,1.063561439,0.031819511,0.226308051,0.529817692,0.497036664,1.690679802,0.409322883,0.294689019,1.466990735,0.863396156,0.37548932,0.611924069,1.74387766,0,1.129625308,0.526568009,0
Mycn,1.228354525,2.140948142,1.942426518,0.55841614,2.488220514,0.647162025,2.51325047,1.363359672,2.941221026,1.616562482,1.026011512,1.589363783,2.413738286,2.8189096,3.00878292,1.950207618,1.949275173,0.815042749,2.119755031,1.36842525,1.764821728,2.592398351,2.545239998,2.528986722,0.317807803,1.238517185,1.85268611,2.290051616,0.912083548,2.097517393,1.635975812,1.668473418,1.747037519,1.868539969,2.428508691,1.907752397,0.426743153,2.231997212,2.31307317,1.981840026,0.647279827,1.876903666,1.001647129,1.570937559,1.456377991,0.019341065,2.131415279,2.345588721,2.396118075,1.295653542,0.885807209,0.733826575,1.99075948,1.845076272,1.458838611,2.464950605,2.511508209,0.674502214,2.476992585,2.352614303,2.016938004,0.213570384,2.532446705,1.785316139,2.107021057,2.097101906,2.591738396,1.97089344,1.185715182,2.276933555,1.736459387,2.400627452,2.57409178,1.978998889,0,1.071649635,2.140814433,2.03331241,1.786554663,1.715604361,2.895209558,1.169970035,2.2566974,1.989268839,2.100908586,0.521687279,1.856096016,2.995036777,2.359164065,1.749489901
Myd88,0.417088972,0.580960629,0.652313739,0.912405941,0.778449289,0.464187991,0.899509463,0.574636908,0.603833391,0.710904534,0.926044649,0.872185412,0.778831271,0.801531758,0.589178922,0.842784273,0.950959494,0.872550955,0.486826141,0.900400051,1.002249033,1.184425383,1.167585066,0.71390208,0.912676344,1.314262348,0.879394971,0.932507844,0.755539843,1.222269355,0.389029646,1.030246627,0.621207314,1.112619369,1.200098995,0.827500418,0.869312223,0.831559316,0.453084146,0.975241454,0.877335492,1.117430519,0.851330952,0.957995981,0.714100458,0.420439198,1.192203119,0.263269919,0.509912562,0.458416237,0.668839721,0.625776834,1.317538525,1.117367554,0.8821367,1.127753231,1.069146362,0.54472509,1.137630143,0.337806468,0.913180163,0.452488061,0.627835827,1.441704473,1.278422423,0.972924114,0.370612844,0.941153596,0.465708122,0.567816724,0.624041148,0.859717722,0.789810129,0.940613148,0.435294382,1.249916843,0.864809818,1.018147844,0.416072541,0.856519088,0.885775118,0.507409178,0.92215746,0.817401714,1.102182899,0.451005932,0.402625312,0.840519462,1.061449528,1.003813029
Myh9,3.612176434,3.312449828,2.70059867,3.25146955,3.545854139,3.323133443,2.653984762,3.545803869,3.207933665,3.212625734,2.669261323,2.900802064,2.628530958,3.462445979,3.660244484,3.746374973,3.082121899,2.633762554,3.472646177,2.675580566,3.220323653,3.046388522,3.327383594,3.523154793,3.319290996,3.032032164,3.426765717,2.777876115,3.80801244,3.57759387,3.126501921,3.616126603,2.973136314,2.802211486,2.706172787,3.310019345,2.891423589,3.434586051,3.456503825,3.457349027,2.782601957,3.410937216,2.828287531,3.194040614,2.865798182,3.050318295,3.407056867,3.391802811,4.051976442,3.21599609,2.905646545,3.14017537,3.062651282,3.412594298,2.875769336,2.988194567,3.229372111,2.673237902,3.533415379,3.211792225,3.114339306,2.753741647,3.188544745,3.095276827,3.414962358,3.585416801,3.831334934,3.161521844,3.779356816,3.22752684,3.117646586,3.237007718,3.444919546,2.943868731,2.926500791,3.217232139,3.957053685,3.240889246,3.032787516,2.481208822,3.38358012,2.460784265,3.373063856,2.87904818,3.218652345,2.947106996,3.129649278,3.154113662,3.37956239,3.643603583
Myo6,0.566507882,0.860198897,0.518737875,0.82805447,0.638267383,1.160957582,0.396845986,1.600138689,1.382323067,0.638245286,0.469317738,0.669025761,0.936806067,2.112131313,0.796009149,1.156940172,1.091061325,1.095299109,1.561276359,0.839581412,1.423632272,0.960581611,1.613603702,0.460959779,0.588748177,1.338703345,1.220777643,0.864018916,0.562974459,1.309500279,0.208962762,1.616555194,1.209762836,1.157603145,1.103886709,0.970228195,0.356162752,0.592815536,0.590754452,1.329212938,2.117527261,1.307488522,0.34522781,0.868572739,0.752910139,1.298392222,1.950139024,0.940285128,0.71520471,1.121258079,0.992923054,0.857800842,0.579224839,1.652058343,1.127687272,1.098946147,1.376925782,0.536515554,1.17314334,1.637153707,1.070302966,0.920754632,1.346238833,1.739780645,1.227806315,0.691456121,1.295327858,0.392812474,0.660777245,0.687618015,0.930428458,0.63714862,0.545049214,1.124847982,0.478892391,1.355410076,1.000291265,0.999813788,1.231956743,0.909841012,1.002209334,0.718755682,0.929739631,0.970670109,1.730602497,0.815724523,0.842736269,0.729051435,0.797393832,1.044823534
Naa15,2.375883411,3.117840865,1.747879791,2.654718703,2.895341166,2.430512113,2.830863924,2.154494004,2.901867479,2.669438121,2.534696465,2.837662636,2.795752915,2.399474214,2.503848657,2.506869546,2.745850015,3.015606945,3.057160079,3.199408309,2.302550992,3.180175119,2.954165539,2.799561844,2.885233595,2.508906814,3.113552365,2.684074438,3.028223156,2.022479644,2.984138528,2.765192747,2.646842014,2.730791565,2.682536807,2.923788218,3.058378748,2.77735161,2.813715467,2.290560742,2.579015995,2.359077432,2.963965932,2.76462239,2.074477917,2.269214948,2.353708168,2.703879791,2.637516302,2.646365377,2.763932911,2.828562677,2.941026957,2.53929876,2.597581422,2.821369007,2.69176147,2.51246655,2.214427168,2.358503412,2.605016439,2.438810878,2.595840539,2.724979544,2.81464156,3.495803871,2.635513313,3.161745478,2.917859605,2.433125819,2.612221403,2.22531205,2.388646905,3.135021651,2.999413113,2.640146979,2.677337625,3.02163063,2.916438234,2.578290124,2.859117103,3.261232453,3.007714173,3.097845158,3.284435189,3.102413013,1.820298756,3.230506518,3.277050785,3.185752756
Nacc1,1.086408677,0.913181044,1.082423294,1.014065667,1.242699847,1.170268724,1.261200751,1.018798002,1.184670628,0.933392431,0.598011498,1.067143426,1.215284274,1.262135957,1.096467705,0.639354836,1.059283737,1.229040949,0.808727696,1.325552417,1.082494995,1.152305139,0.915072719,1.035582313,1.090577923,0.951546552,0.922152364,1.446757213,1.226587564,1.061231792,1.17371977,1.721383234,1.072455863,1.224296251,0.825456506,1.446931432,0.939417841,0.966555882,1.217645434,0.855247615,0.566018823,1.262895369,1.262316175,1.079765692,1.389383665,1.108048877,1.211732887,0.799651819,1.19006425,1.23247838,1.054176123,0.913684273,1.483037778,0.888050833,1.201648324,0.900694791,1.001251959,1.210382944,0.955999823,0.973420927,1.355174923,0.921638178,0.863874516,1.173885014,1.086551207,1.074018503,0.966091375,1.3259321,1.094941403,1.106882636,1.340948388,1.289923745,1.091027585,1.473463656,1.20780592,1.150534385,1.169168899,1.362924964,1.263619298,1.210365705,1.166969788,0.957262854,1.250812162,1.205627149,0.65627064,1.216919941,0.760305484,1.310128158,1.302049853,1.035523862
Nanog,0,0.043081019,0.300620625,0.146625685,0,0.147738407,0.045950815,0,0.105409594,0,0.024924084,0.031369428,0.031062798,0.042859256,0,0.077435594,0.041438854,0.139320888,0.098587246,0.120883452,0.192197687,0.067080786,0.094315815,0.0769584,1.561069445,0.129613031,0.124953731,0.07610013,0,0.273574102,0.104518975,0.048948062,0.158213977,0.051163587,0.089518614,0.091872977,0.09948137,0.090139654,0.059084165,0.134289438,0.155523732,0.068385886,0.229039252,0.195876654,0.24507087,0.193988263,0,0.029290229,0.144880287,0.085366742,1.15745852,0.056577115,0,0.074293401,0,0.040186706,0.047467223,0.386861267,0.215201646,0.024611723,0.15328905,1.934315516,0.231996019,0.037121313,0.074990153,0.057784564,0.093394707,0.137539017,0.110561083,0.037555833,0.052979672,0,0.099689782,0.081438262,0.22926234,0.180160712,0,0.194646644,0.093839912,0.079818316,0.16510742,0.095999461,0.152540196,0.067079254,0.142324993,0.087580002,0.285562318,0.069015985,0.030769909,0.105614126
Ncoa3,2.623169617,4.116543719,3.086608136,3.087861188,2.891275682,3.253993371,2.484673334,2.839152195,2.530114752,3.330108848,2.307447593,2.302940036,3.455321442,2.940084496,3.011420702,3.252477805,2.626907135,3.739114539,3.431354554,2.452830015,2.574290312,2.06819157,3.015413991,3.478927354,3.721265638,3.31218465,2.762766426,2.838376709,3.441391798,3.41993366,3.209194468,3.199026276,2.34879469,2.424854432,2.901731325,2.344903896,2.976034937,3.42528804,4.342294525,2.860454666,3.591949776,2.89643919,3.342211814,3.906059931,3.513370154,3.084482015,2.452321429,3.039322031,3.330288936,2.929544958,4.004502102,3.162465021,3.498821353,3.226558102,2.715753179,3.376983133,2.4655226,3.637299037,3.197147254,2.983770675,3.384563564,3.760811224,3.574137873,2.880141635,3.540941123,2.827478117,3.009584052,2.918553006,3.042629849,2.732886813,2.544319405,2.613660712,2.900923564,3.168737059,3.056547442,2.405944047,2.651386022,2.873788594,2.948066855,2.605558604,2.879578946,3.179609849,3.095567348,2.054385928,3.090568611,3.916739236,3.357297431,2.48682945,3.615111645,3.47680075
Ncoa6,0.383768133,0.900414932,0.705685642,0.613837563,0.734007255,1.117317865,0.66386571,1.111225011,0.809146102,0.962242474,1.120105605,0.94630068,0.731225784,1.312150317,1.113789438,1.085562261,0.961755381,0.662677142,1.219392603,0.73480602,0.970718915,0.982015533,0.582054044,0.86007032,0.839748015,0.547149116,1.274441743,0.772783187,1.194493144,1.416984935,1.606330767,1.164630273,0.748132937,1.130450234,0.991179272,0.812531207,0.879972104,0.654152533,0.641545527,0.751205972,1.232330376,1.036485429,1.448855365,1.225836185,0.628746128,1.169253735,0.743485989,0.930107137,1.114264042,0.737450547,1.261320019,0.879992288,0.870380761,1.337817067,1.069833113,1.172728716,0.890929299,0.898210655,1.143124245,0.942696575,1.321897153,1.134815469,1.345108713,0.911775967,1.037551398,0.589539404,0.714211013,0.908376606,1.07293194,0.808079005,1.104872098,0.601344688,0.957452064,0.717483527,0.849656987,1.044359194,1.432232674,1.546235551,1.105259202,0.928895303,1.257536094,0.994395936,1.601550698,1.497692793,0.849104779,0.921959693,0.94627072,0.866419354,1.184472752,1.035465797
Ncor1,2.500801336,3.620501787,3.694924459,3.574986559,3.642395097,3.614046935,2.573805898,3.300620695,3.048800357,3.479711102,3.290241856,3.10132435,3.649808746,3.041931624,3.230788249,3.445459432,3.295755522,2.367677679,3.453244539,2.740899711,3.055082011,3.561058227,2.916473483,2.986543393,4.016941339,3.479627421,3.511848088,3.610077656,2.765227252,4.053387046,3.932687617,3.508356127,2.851026491,3.50414936,2.650469542,3.452728432,3.394230386,3.012720064,3.779660945,3.062343396,3.747706133,2.71139781,3.408266489,3.693855986,3.187250725,3.476869804,3.330220037,2.586230505,3.27486778,2.492625503,4.662606756,2.862078378,2.844463439,3.255653852,2.691500847,3.199288956,3.207262673,4.432926272,3.061886635,3.464121516,3.944485291,3.857502367,3.435490495,3.379638978,3.065070593,3.186042165,2.890158283,3.563349988,3.152991808,3.016158153,3.235781334,2.724384355,3.10214252,3.798725346,3.993296978,3.287583865,3.119892523,3.292031367,2.972393289,3.555652782,2.872854469,2.967299494,3.488954742,2.661113584,3.020696063,4.185026577,3.917281039,3.066267385,3.660339499,3.663847137
Ndn,0.116926331,0.357222524,0.136163296,0.043544735,0.238948923,0.051571209,0.261593392,0.325507333,0.156500233,0.390365971,0.364784221,0.203230306,0.123140266,0.021016926,0.071500226,0,0,0.152854449,0.367417618,0.159371944,0.197465636,0.677775381,0.221774652,0.060732515,0.13930928,0.227650826,0.190247808,0,0.475746546,0.787843398,0.655210998,0.380594258,0.202368259,0.00825697,0.030098287,0.214929239,0.201763163,0.300506012,0.217450268,0.062439001,0.185841932,0.668199316,0.051027692,0.096823807,0.45151408,0.291863762,0.254739071,0.320905668,0.011800358,0,0.193340048,0.17579931,0,0.296607255,0.093626018,0.373161367,0.064140817,0.250710312,0.071878066,0.262223195,0.45607157,0.122151781,0.232364204,0.021907294,0.123744436,0.194881858,0.331324562,0.14578027,0.118345051,0.161357898,0.228152475,0.146245246,0.056833089,0.131424341,0.076668249,0.025453736,0.059632097,0,0.116611082,0.141624778,0.521410447,0.175329317,0.434655026,0.260252263,0.031699365,0.305896626,0.071306118,0.149596119,0.342827805,0.335591223
Ndrg1,0.229887459,0.030994699,0,1.669334439,0.437177458,0.115134174,0.969486575,1.515752144,1.123070825,0.122018129,0.161955243,0.444069251,0.012235038,0.746568941,2.036735159,2.084143708,0.612285988,1.283015825,0.043258848,0.260269412,0.115820913,0.312852095,0,1.597961062,0.245129721,0.345921052,3.209026144,0.280056081,3.222533984,2.060735594,0,0.471361688,0.695036237,0.299136486,0.207340116,0.779820163,0.598563188,1.02621968,0,0.870561286,1.962528512,0.946785228,0.311849625,0,0.809206327,2.985943913,1.713129915,0,1.166116655,0.635121122,0.894183809,0.435945651,0.594469223,1.06349875,1.971900742,0,0.527906489,0.068932673,1.312191194,0.793790994,0.053708798,0.277494193,2.052841423,1.924426811,0.430885973,0.20388149,3.049779556,0.733515185,2.358460755,1.651217689,1.327661505,0.445817175,0.439669584,0,0,1.279748067,2.060269339,1.228084803,0.801284559,1.07576442,0.505354852,0.851171858,1.152472262,1.073085099,0.441830982,0.466252798,2.440196739,0.582271418,0.689779131,1.194798772
Nedd4,3.6680581,3.971818176,2.971730139,3.712938462,3.480797297,4.096169565,2.99602356,4.179903048,3.846990492,4.347607712,3.053121347,3.370643328,3.477631564,3.190839011,4.056632563,4.275905352,3.271147344,3.772527298,3.272505234,3.422990219,3.898586577,2.974016018,1.246716958,4.471550123,3.512217101,3.756142116,4.209888533,3.956490178,4.107368824,4.136684518,4.373689323,4.2464343,4.238578926,2.943328392,3.402383839,4.190453807,3.705009068,3.848251907,3.438540145,3.723887965,4.186164496,3.208162417,3.879960375,4.341185382,2.945086077,4.435496722,3.820035824,3.607244667,4.476389681,3.157788819,3.707672204,3.610463764,3.261527362,3.128586081,4.235758602,3.734458752,4.011446857,4.04437223,4.078437742,3.522129056,2.948459791,4.019159971,3.68825717,3.309259646,3.732530032,3.30131831,3.940626501,3.955220077,3.389039683,4.04489986,4.599235867,4.098362919,3.337927653,3.478100995,3.612322904,2.591580141,3.965715715,3.839168893,3.771475064,3.447811578,3.296306641,4.174300868,2.329566905,2.824840797,3.661865079,2.989497306,3.62010721,2.985166552,3.228546659,4.424081407
Nfatc1,0,0.222820204,0.231488875,0.518933264,0.164490259,0.224603021,0.305899477,0.344176877,0.421671893,0,1.131902865,0,0.582725268,0,0.299827871,0,0.185245442,0.235960605,0.050559089,0,0.994919188,0.616911965,0.494594557,0.081555029,0,0,0,0.283699246,0.194427108,0.210583357,0.495536562,0.733990959,0.329292327,0.170918047,0.414843132,0.120246558,0.245660392,0.032176383,0.136434861,0.28746126,0.088320737,0.778117874,0.121226184,0.316465203,0.667137649,0.36655034,0.214994435,0.301545407,0.193262711,0.568211743,0,0,0.566229848,0.400957544,0.117226865,0.103711046,0.209465326,0,0.201969161,0.410590256,0,0,0.30613358,0.192583032,0,0.103289414,0.05791952,0.319287239,0,0.071144018,0.440354381,0.407472985,0,0.084788688,0.638789279,0.354425074,0.122731002,0.258248453,0.419753832,0.346716911,0.318206607,0.342902966,0.360972397,0.43568947,0.499996511,0.34070672,0.299399867,0.197435704,0.148617284,0.230309467
Nfatc2ip,1.221734204,1.746288835,2.105475953,1.609426351,2.243418475,2.131538491,1.555978276,0.310179806,1.510171599,0.442687213,1.998498473,1.171042528,1.558852759,2.10641043,1.850934481,1.770713911,0.979147804,1.604145494,2.450406187,1.610482219,1.836316481,1.895923985,1.137467054,1.473546854,1.779949961,1.73383327,1.168053483,0.626996579,2.278425282,0.28326246,0.867384728,0.749893231,1.582719232,1.185835666,1.694847121,1.777875124,1.370036467,1.615328263,2.851672988,1.765551629,1.201382528,0.924725733,1.363670807,2.121482153,1.278387623,0.584988399,0.580906213,1.328146394,1.81693207,2.375145168,2.469313307,1.396360699,0.900809664,1.803709295,2.073099085,1.59968553,1.347961567,2.346809364,0.722954793,1.758667239,1.63030112,2.235895286,1.683363999,1.044065288,1.860398576,1.83202874,1.696529799,0.880749127,1.721306575,1.750259249,1.377144145,2.187704326,1.339027742,0.837076285,1.15147518,1.579155302,1.579335996,1.62702195,1.422032184,0.857989153,2.123433606,1.995581431,1.858826157,0.901697869,1.404948687,2.076501234,0.359563291,1.868196565,1.674886638,1.324722078
Nfatc3,0.622329887,1.383682086,1.515213659,0.915152965,1.345816073,1.016357278,0.874920881,0.774296486,0.849220823,1.081691975,0.821331063,1.088089308,1.128396899,1.252611077,0.788374589,0.668925871,1.324722845,1.094128749,1.008600289,1.066561023,1.228952157,1.471161638,1.149432776,1.273624016,1.550226087,0.85973421,1.08640079,1.3160006,1.130325929,1.010376748,0.756807487,1.120036675,0.745480356,0.970179575,1.348574715,1.595962137,1.373528531,1.343181514,0.881327359,1.169654319,1.089434118,1.346646036,1.140655696,1.000587518,0.967709255,1.010849593,0.838756282,1.356830964,0.714476803,0.785474453,1.274637942,1.229272153,1.431740109,1.581456447,1.349131451,1.087573781,0.792351005,0.983798671,1.05093343,1.49645055,1.287646302,1.266617365,0.838900618,1.013696531,1.113405875,0.912006432,0.706151891,1.035501189,0.923527833,1.07262522,1.109741851,1.161537853,0.696850881,1.077958078,1.067904159,1.348771119,1.328607792,0.995923954,0.637298321,0.968457457,0.893292179,0.992665854,1.105515036,0.775521895,0.87129861,1.424326004,0.747186285,1.293116693,1.42596876,1.225197633
Nfatc4,0,0.141194709,0.16737332,0,0.123300175,0,0.047545098,0,0.032856121,0.208335554,0,0,0,0.082037817,0.019049834,0.109941786,0,0.076654649,0,0.008091313,0.09083433,0.022481592,0,0.134830515,0.14771124,0,0.070641435,0,0.147204096,0.070910036,0,0.063307035,0,0,0,0.037234826,0,0,0,0,0.179454387,0.011742741,0.029287209,0.288571808,0,0,0,0.023327915,0,0.00886248,0,0.052288592,0,0.065429067,0.038805929,0,0.068361319,0,0,0.053593315,0,0,0,0.088132977,0.065402831,0.041350654,0,0.02322079,0.050399071,0,0.110832009,0.013425464,0.026176597,0.091114582,0,0.05757076,0.027480126,0.098814496,0,0.014058746,0,0,0.011863797,0,0.029028323,0,0,0.011050766,0.113021505,0
