X,H9_72h_001,H9_72h_002,H9_72h_003,H9_72h_004,H9_72h_005,H9_72h_006,H9_72h_007,H9_72h_008,H9_72h_009,H9_72h_010,H9_72h_011,H9_72h_012,H9_72h_013,H9_72h_014,H9_72h_015,H9_72h_016,H9_72h_017,H9_72h_018,H9_72h_019,H9_72h_020,H9_72h_021,H9_72h_022,H9_72h_023,H9_72h_024,H9_72h_025,H9_72h_026,H9_72h_027,H9_72h_028,H9_72h_029,H9_72h_030,H9_72h_031,H9_72h_032,H9_72h_033,H9_72h_034,H9_72h_035,H9_72h_036,H9_72h_037,H9_72h_038,H9_72h_039,H9_72h_040,H9_72h_041,H9_72h_042,H9_72h_043,H9_72h_044,H9_72h_045,H9_72h_046,H9_72h_047,H9_72h_048,H9_72h_049,H9_72h_050,H9_72h_051,H9_72h_052,H9_72h_053,H9_72h_054,H9_72h_055,H9_72h_056,H9_72h_057,H9_72h_058,H9_72h_059,H9_72h_060,H9_72h_061,H9_72h_062,H9_72h_063,H9_72h_064,H9_72h_065,H9_72h_066,H9_72h_067,H9_72h_068,H9_72h_069,H9_72h_070,H9_72h_071,H9_72h_072,H9_72h_073,H9_72h_074,H9_72h_075,H9_72h_077,H9_72h_078,H9_72h_079,H9_72h_080,H9_72h_081,H9_72h_082,H9_72h_083,H9_72h_084,H9_72h_085,H9_72h_086,H9_72h_087,H9_72h_088,H9_72h_089,H9_72h_090,H9_72h_091,H9_72h_092,H9_72h_093,H9_72h_094,H9_72h_095,H9_72h_096,H9_72h_097,H9_72h_098,H9_72h_099,H9_72h_100,H9_72h_101,H9_72h_102,H9_72h_103,H9_72h_104,H9_72h_105,H9_72h_106,H9_72h_107,H9_72h_108,H9_72h_109,H9_72h_110,H9_72h_111,H9_72h_112,H9_72h_113,H9_72h_114,H9_72h_115,H9_72h_116,H9_72h_117,H9_72h_118,H9_72h_119,H9_72h_120,H9_72h_121,H9_72h_122,H9_72h_123,H9_72h_124,H9_72h_125,H9_72h_126,H9_72h_127,H9_72h_128,H9_72h_129,H9_72h_130,H9_72h_131,H9_72h_132,H9_72h_133,H9_72h_134,H9_72h_135,H9_72h_137,H9_72h_138,H9_72h_139,H9_72h_140
TRUB1,6.188690288,5.42669739,0,3.798730002,6.225483744,2.581188684,2.315805602,5.732722657,5.914669929,0,6.789241408,1.664032362,5.904154392,6.914340564,6.020140534,3.25056363,4.283720873,3.1636479,1.738716291,6.65066102,3.487802659,2.985987908,1.263385589,2.773182248,5.913148146,3.743960678,7.565614129,1.767751394,6.842930405,6.053176373,5.009090387,6.662833607,3.535581777,6.379933513,2.412011763,4.059257242,7.90620733,7.880360263,8.150957699,3.45628364,5.148170846,6.364786941,1.463957893,6.121590118,5.458301597,0,5.095991199,7.332571253,5.78694475,0,7.559794135,3.266741757,0,5.497447503,2.14849464,0,5.353379666,2.622789881,5.27872769,6.910271354,0,7.294289782,2.638625847,7.119426393,3.939907051,0,0,1.766198708,6.444366498,0,1.857475664,8.63126549,0,4.867849094,6.76819419,0,5.452282536,6.772116565,0,0,7.359662056,0,0,4.124237818,5.652837335,5.012972145,6.419363494,0,6.707653957,2.746761467,6.154010108,7.709656554,0,0,0,5.871501382,5.704692148,0.798055082,2.811134,0,0,7.07740171,3.187983345,6.931846006,6.163148003,6.798028395,7.108379433,0,0,0,2.219473742,4.113771612,6.145788611,0,6.472624904,0,3.695858053,5.946539999,0,2.937195868,5.019000357,5.198599636,0,2.527957369,0,5.106408545,3.024004469,3.997119682,2.006498451,2.535361286,7.511620591,0,0,3.90494972,7.762051847,0,4.870659757,0
TTC27,0,5.304212471,0,0,0,0,0.733907595,0,4.478300563,4.375095833,6.50522708,7.156929224,0,0,3.437058238,0,0,0,0,0,8.1395904,2.985987908,3.766092469,4.915554708,1.605720078,0,0,7.496577046,5.228213044,0,3.511057582,2.604000485,0,3.907415037,2.57036843,0,4.039792757,2.649111906,6.128173595,2.582077116,4.86193176,0,3.995344429,4.61816661,1.111853327,0,1.958692063,6.54701103,0,0,0,1.158401776,3.752121728,0,0,5.011385745,3.391715273,1.443500612,4.98771826,0,1.383698508,0,0,6.40545725,0,0,0,0,3.222014567,0,6.20143542,0.559425052,0,0,0,6.174217582,7.091152721,0,7.226341932,0,5.844459988,3.038888861,4.554517941,0,0,0,0,0,0,0,3.153584376,4.601544392,4.492182622,0,5.035128327,0.821531816,6.082867231,1.983685726,7.482815863,0,0,0,0,0.866921644,0,7.178537402,2.714330916,0,5.44377673,2.169632558,0,0,0,7.352375149,1.015089584,5.852673709,5.004179078,5.67164421,0,0,0,2.764020781,0,0,5.280787008,0,4.927359285,7.110691831,6.352847774,0.847625526,3.523876241,1.92801227,4.107648726,3.8424144,0,0,0,0
TTK,3.376265534,0,0,0,0,6.76700123,0.733907595,0,8.676729608,7.05721745,0,8.72528711,7.558781392,0,6.968301184,0,6.366627247,0,0,5.234496325,0,8.576473809,1.263385589,0,1.015596115,0,0,0,0,7.362009403,5.694327555,0,0,0,0,0,0,0,5.543915238,5.633231159,0,4.879199731,0,1.017419194,0,0,3.649428842,0,0,7.155920107,6.0788652,6.672880913,0,3.800042641,0,7.336091869,0,0,0,1.924351124,0,0,1.628051678,0,0,5.197603923,4.017250779,3.036449767,6.273636807,1.193078592,7.429758713,1.275630139,7.265689968,0.817325479,4.732221646,6.78224243,3.369377747,4.936394297,0,8.819795817,0,3.038888861,0,9.423614547,6.303069281,5.275210214,8.192842631,0,6.000293022,1.947121371,4.725259287,8.466191567,1.408299655,9.064798796,0,0,3.452399567,5.18825311,7.394005886,7.350762689,8.263413498,4.600066144,0.797078029,8.007577536,0.777167943,5.402591002,0,0,0,2.169632558,6.518840907,4.729724697,9.884590308,0,7.723366385,3.462214621,8.175956717,7.383529236,0,3.304357507,6.252243429,6.870986695,0,5.433855057,0,2.862306497,7.969805471,0.699258745,0,0,0,0,0,3.3966671,8.6661292,0.821469501,1.527937172,0
TTN,9.17908545,2.833270791,5.837550664,5.568810404,9.723075822,6.700109079,2.49619738,8.861362898,5.367141685,7.24231691,7.954516384,7.386214228,9.04072392,7.684923649,7.99147836,11.964214,7.940908109,1.760552224,7.03433712,5.639921684,5.70158245,7.820095901,8.083813126,2.084846919,9.460617806,9.049532564,8.584719587,5.012030641,6.91739424,7.39781398,7.953838026,8.338516831,7.45187571,6.763769089,8.662058407,7.862358175,9.753852047,7.215665833,2.911104224,1.168002053,9.176284768,6.74099708,8.683028419,7.89252626,7.312435106,7.986167012,7.655731384,7.720814081,6.172129297,6.880707366,8.375092493,6.363146745,7.727419756,6.70644443,9.17393011,7.507974386,5.28475374,5.840620707,6.407915132,6.887741651,3.413619431,6.519066099,7.903090299,4.5157008,8.175626118,8.008189182,8.124123474,8.763473213,7.828596608,7.802858791,7.515005768,8.170038968,7.093590267,5.917589944,6.47744859,1.834424018,9.105776623,7.103493871,8.05899422,10.28907495,8.94782125,4.930733723,7.926800386,9.035339763,7.072751587,8.303393289,4.903932214,7.639696004,8.004938349,10.4002942,6.824464553,8.475656265,7.710354837,4.255180147,7.556125323,8.543540362,7.348353379,6.197669622,1.224912906,7.572979357,8.894831411,11.01286117,9.025446197,5.341303692,6.031124613,6.443639585,7.066856046,6.92440646,6.684862573,6.394091155,7.144173462,7.609812065,5.422790368,9.097658296,6.369506107,8.472015759,5.461122836,6.881416329,8.322431952,7.279373071,4.739347645,7.315950066,9.146648198,0,7.411560657,8.118125463,7.964715894,5.729661522,7.310099586,7.763747808,6.183171961,9.531685392,7.944058041,9.04670592,8.392100881,6.798025409,5.748045228,10.93331225
TWIST1,0,0,0,2.344519322,0,0,4.817042197,2.220801575,2.123661335,0,5.134981227,0,0,0.895612073,2.726299051,6.018761485,0,0,2.931753031,0,0,0,3.433505656,1.199700811,0,0,1.448281338,1.380444276,2.161788221,0,0,0,4.567190678,0,0,4.677624821,0,0,0,2.582077116,1.828909379,1.841778315,1.86313047,0,0,0,0,1.089593683,0,4.408021688,0,2.231524733,2.138172025,0,0,0,0,0,0,0.950010695,0,1.760094828,3.056294822,1.947010059,0,2.510207355,0.785300069,1.138016612,2.712359409,0,0.906564958,0.559425052,0,0,0,0,0,0,3.032221195,0,0,3.831275352,0,0,0,0,0.800756202,2.012213854,2.459675174,0,0,1.11361516,0,0,3.01152485,0,1.275561684,1.685386959,0,0,0.998308971,1.322024034,0,2.355815891,0,0,1.625776946,0.76242039,0.915283951,0,0,2.884263912,0,0,0,0,0,1.477536604,2.883509115,0,2.265736157,0,4.175994982,3.197383319,0,2.164888095,2.191281946,0,3.217177967,0,2.234736328,0,0,2.26684109,2.098897636,0.821469501,0,4.211715579
U2AF1,0,4.721525332,4.670580693,5.989668314,4.03346985,2.854076871,4.080257206,5.04606893,4.615057063,2.013850384,4.757720713,0,3.949018087,5.372908692,3.769719562,0,5.246201895,3.029423523,4.56038974,0,2.610990481,0,3.609361886,4.354297333,1.605720078,2.847810408,3.269652416,5.212507858,4.3298988,5.03839214,3.971168303,4.414054726,3.870236657,6.273277713,3.523144545,3.73474475,1.441687581,3.354370038,1.517734548,2.582077116,2.610078265,3.328521393,0.910211251,4.280756003,3.900603388,4.208261607,4.674703596,0,4.011297415,2.278966969,4.535969234,5.197954342,4.633098404,3.800042641,0,4.424684256,5.353379666,5.567867945,3.44210119,3.491950141,4.454290343,4.889787289,5.400319032,4.885450449,2.802816793,4.654759208,2.207035014,5.843902974,3.597871068,2.893751687,3.52292477,4.211497168,2.191519836,4.431467768,4.055862593,5.43818026,0,2.712313562,3.492893736,3.114763448,0,4.157314556,5.948294369,1.743478545,4.540401847,4.843816026,3.073844187,4.017955642,3.322196003,1.947121371,1.462184625,1.11361516,5.091057902,1.626659609,3.01152485,3.644920133,4.055736726,5.034149086,4.895030529,4.595486866,2.319221496,0.807423451,4.042799234,2.355815891,5.168898977,4.29016037,2.552752676,2.164036673,4.639254516,3.819829576,5.020245389,4.84101328,5.152602074,0,3.93493136,4.145845871,2.197750346,3.435095949,3.486339275,2.937195868,5.574713663,3.859640789,3.164906905,1.653241328,3.542563498,0.76287034,4.8402171,5.240182648,4.256131229,3.944076988,4.784774121,5.605559314,2.495660977,4.022432432,0.728367994,4.030698238,3.620867057,0
UBTF,7.013970861,0,2.467541124,5.042271056,3.526081419,0,3.899745156,0,1.695395629,0,0,3.566212584,4.052029193,2.15107818,3.340353272,2.394702688,2.911000381,0,3.47620668,1.456877967,5.702998144,2.157476546,5.225552249,4.852187999,3.027183544,0,5.747635707,1.380444276,1.45277767,4.883082985,4.895061722,0,2.009880756,3.150245712,0,0,3.498034522,0,0,4.626033553,0,1.196769419,3.635890023,2.349698737,3.65676071,2.771514058,0,1.703225571,0.705085262,3.273505749,0,0,1.708419549,0,1.100674783,0,4.452223814,0,0,0,0,2.715924638,0,3.933452778,0,0,0,3.40684418,5.591211805,0,0,0,0,2.266241211,3.452521252,0,0,0.945322762,0,0,1.155340394,4.501804397,0,3.377632123,1.373351549,1.344723081,1.689765194,3.71545753,2.459675174,0,3.153584376,1.73454445,2.929216474,6.389272256,1.467822447,6.032357478,0,4.108743654,4.927094999,2.930100307,0.998308971,0,3.066224145,3.549542831,4.986038883,3.314459678,0,0,0.915283951,5.918493443,0,1.939985524,3.055360958,0,0,2.117832415,3.401497276,0.920189758,4.982822831,5.606570997,3.741924441,0,0,0.749386549,0,1.627882222,1.476928925,0,5.383489524,2.069752616,0,0,2.765499304,3.636687941,0,0,2.25322214,4.770488013
UHRF1,5.582529079,0,2.209391726,5.071732282,5.403809765,3.750693762,0,0.937631323,4.547608303,7.518182452,5.70619261,0,6.500512621,0,6.276854597,6.747752329,6.777287233,0,4.399271908,5.689549733,0,5.628153465,6.150340619,5.452805294,6.632108678,5.090078662,3.972236431,0,5.96161449,5.633227611,6.042624013,4.231044888,4.26039726,5.539708624,0.693722333,7.205886501,4.995254609,4.842086469,0,6.603162706,5.770997203,6.8581173,3.635890023,7.898669852,5.380005129,5.766212069,6.610547338,5.122847765,3.831376788,6.674534194,7.413771758,7.29899478,4.697567462,0,0,5.964153181,3.391715273,3.500649173,3.386120671,0,3.089221491,0,1.032436933,7.372267485,4.638772525,7.996296136,0,5.06268857,4.537029153,1.193078592,6.268437845,3.452505542,0,3.635991581,0,5.618931645,1.353733957,6.060025641,5.486487111,6.857181057,6.614152206,0,5.658138887,3.377632123,7.535455775,4.881985942,7.126772753,0.684191757,7.388313181,7.77065385,7.795467195,4.29439666,6.415595044,6.727881601,0,1.341736968,5.781238005,7.441609944,0,5.614911384,5.751566199,6.082466276,7.079370206,3.549542831,6.747626538,5.089164344,5.529773131,3.329460045,5.894140021,0,6.062429011,5.103988591,3.837567605,5.195006141,3.835253996,4.957158677,1.134797935,5.511537901,3.910228299,6.733862918,3.635405259,6.359312943,4.500130503,7.197491012,3.214941059,6.711944037,6.122585968,4.105630211,6.652427978,0,6.711349888,8.078467472,3.361730848,4.280062727,6.528105202,1.723172052,6.628687173,7.978707332
UNC5C,7.821529787,0,6.679529772,7.208298762,6.616308018,0,4.080257206,5.005532516,2.947847652,3.103743667,1.88563127,6.131289832,4.195308508,6.81806652,4.753883049,0,4.638756429,0.84486177,2.854597213,2.166803257,0,6.613494407,4.036189188,5.221636186,7.897616483,4.999790187,4.60520835,3.172715781,3.619735482,1.81372979,2.701833477,7.802431961,2.818641707,4.632807457,5.582745775,5.55130848,0,3.825991685,7.007236147,6.823115882,6.20460038,3.799354655,4.522496264,2.349698737,6.997292221,6.602379417,1.958692063,6.564312558,2.053530193,7.590226465,5.94349439,2.840060508,3.86870229,1.657580612,0,1.657830567,2.262507539,2.150429753,2.184478252,1.517917623,0,4.328953553,2.373482798,6.6300455,5.867623422,7.302688751,0.785300069,1.138016612,4.84647479,2.280719901,6.522871659,4.831550195,7.907172599,7.562213026,4.174146658,0,7.757752348,0,3.734410623,4.659022768,0,3.768979535,0,4.124237818,2.529109202,1.726709877,7.673056216,0,6.098325411,4.885595653,5.837138067,4.218860354,6.387363854,1.258206078,2.436988526,6.322468814,2.395828268,3.503676556,6.413747119,2.107961299,5.282105046,5.614866477,6.435613396,0,4.34138889,3.410979068,6.630025486,4.357365945,5.039745889,1.857708722,6.518840907,0,6.575971316,7.729974612,2.022575601,6.083389235,4.833152974,2.192022648,0,7.425591569,3.395404725,3.760350156,2.473415828,4.172083151,3.218614436,4.542234854,4.365910304,0,0,4.81681716,4.28790318,7.529301559,3.655313573,5.168158188,0.728367994,2.671392075,0,3.287548507
UNC5D,7.860885772,7.06652882,0,0,3.307665115,0,0.733907595,0,6.553118709,5.444276421,7.212711677,2.762142027,0,2.184230744,0.767396163,11.33651947,0,2.065010629,6.58576604,6.816199628,8.190941187,2.157476546,0,0.721119021,0,0,0,2.072781755,7.36028087,1.420617047,0,3.776025393,0,2.833373059,4.648500144,0,2.14820803,8.333787854,2.240870277,1.168002053,5.506366845,7.249769413,1.86313047,6.72107902,0,0,7.548572061,5.527496919,6.615550415,0,5.845632212,5.652027715,7.90172825,1.657580612,1.100674783,0,4.177289023,7.234794513,8.014849874,5.424079399,3.90186377,0.844574165,0,0.964890504,8.978278305,0,3.882209116,0,0,6.138848577,3.149127886,1.275630139,0,0,11.25832462,0.715078465,0,8.496118925,0,0,0,5.065382857,8.197142884,0,9.111080552,0,4.051571662,3.500244537,2.459675174,10.0506543,0,1.73454445,0,0,8.145115449,4.388831354,0,0,0.738730396,0,0,0.807423451,0.797078029,8.829784036,0.777167943,0,3.224091642,8.688026452,8.000849504,0.906715136,3.966148102,3.783098387,7.548034898,0,7.413549335,8.589267349,8.542761173,0.920189758,6.476318738,7.14927267,0,2.542849829,0,0,5.973963043,0,0,0,0,0,0,1.92801227,8.337491281,3.964886614,0,5.181557214,0,0
UPF1,0,0,0.93069995,2.137206061,5.849166016,0,0,4.876605741,3.14327897,0,3.183555947,5.86089508,1.10744254,0,0,0,0,3.1636479,0,0,7.717528493,2.157476546,0,0.721119021,5.912903512,0,3.613222861,0.849392971,0,2.592397113,2.021140641,4.021400164,0,0,0,3.315389609,0,1.213006622,4.709072381,3.282294643,0,4.04501441,1.86313047,1.017419194,0,2.771514058,3.806522433,1.089593683,3.451395857,3.273505749,3.011353989,3.863254785,2.468857598,5.497447503,0,3.419454678,5.28475374,0,4.133090318,4.151693698,0,3.39900911,5.016331116,0,3.69555191,2.250238722,1.664643138,1.766198708,2.712359409,0,2.643269989,0,1.130461849,0,1.275640287,0,0,4.536977382,3.734410623,0,4.869352271,0.679467215,0,1.743478545,1.373351549,0.823673724,1.988432357,1.777032994,0,1.947121371,2.429785105,1.73454445,3.831262363,0,4.528290644,0,1.275561684,0.798055082,0.738730396,0,0,0,1.683802003,0,0,3.743089025,0.761592555,3.329460045,0,2.643540348,0,2.184684151,0,0,0,0,0,1.477536604,4.657744532,0,1.947384912,5.080071384,0,4.510613332,3.38803236,5.735109103,0,0,3.217177967,3.86711798,0,0,0,4.371479186,0,0.821469501,0,0
UPF2,2.859150748,7.22685217,3.455255746,4.370690611,3.184658795,0,6.721061363,0.937631323,6.745992931,0,3.558339031,4.253617662,9.101846881,3.38741618,6.250484992,3.25056363,5.246201895,0,3.751252754,2.996487562,5.387977233,2.985987908,1.926443005,0.721119021,5.159431204,3.628185714,3.134175741,2.890240694,3.514005387,3.671179992,5.009090387,3.30589431,4.370072222,4.459967977,4.192875752,6.94288136,8.391006945,3.155298363,5.485109543,7.886815737,4.237929863,4.438035144,3.156054506,3.20074853,4.730481469,1.557163575,4.195549583,5.785308966,3.832015383,6.860876287,4.535969234,5.541877404,4.258836192,3.094581567,2.14849464,5.234274635,6.116207802,4.648304435,4.032486093,4.759839482,2.40371458,3.028854064,3.227095917,3.933452778,3.030974916,1.525471481,3.882209116,5.813422018,2.368892526,4.808098009,4.138893073,3.452505542,0.673234448,5.202433541,1.941904411,5.95182232,5.106354136,0,2.838925684,4.505260657,6.831850913,3.038888861,8.743077505,0,2.880268005,2.490427198,2.630894176,5.02474876,2.459675174,3.93359323,3.992736501,5.300408424,7.652104129,2.553835841,7.16314878,0.821531816,5.245807241,4.438635791,3.062773407,5.90127724,4.996721829,8.676142992,2.439748142,6.711421623,5.252313338,4.708458214,5.043808559,4.815423367,4.738349912,0.906715136,5.912822533,5.045702135,4.820555199,3.080268805,4.552292494,5.104509971,6.20845017,3.549468357,4.79668082,3.596778435,3.10735224,2.955749078,5.706742651,2.527957369,5.042530547,5.245410266,6.706616574,0,2.651132491,5.269714858,0,4.265623339,7.630771808,0,8.280736186,1.341650066,0,4.393162945
UTP15,4.145938391,0,0,0,6.221890702,1.260393771,0,2.004178902,6.654059943,3.511867524,0,6.598520144,1.809642811,2.134211764,1.274072886,0,6.974588585,0.907430571,1.003655285,0,0,2.985987908,1.271778314,0,2.001409543,7.611832253,1.387612872,0,4.29903606,0,6.331657043,5.641474503,6.858535498,4.989512857,0.230063266,1.695412746,1.015246801,0,2.718288115,1.714582051,2.160807358,5.670890485,3.826783363,6.417406435,2.994106547,0.979201184,0,1.081925523,3.515610416,8.139710091,1.137992257,0,2.119468615,0,1.288141585,3.266286878,4.450971643,2.133565553,0,4.750879571,0.361005908,7.252438781,1.238248435,0,1.165704378,0.962584519,1.26513347,1.750838708,0,4.459886123,0.132515582,4.59811993,5.677397368,6.508650797,2.449465251,5.714395001,0,5.618597561,3.36801804,7.708736511,7.835617301,8.828197482,6.32667092,3.008136604,2.063997939,3.359237732,1.702977737,8.111737311,3.366940733,0,6.593293336,5.302537285,5.019283319,6.459640592,4.965481819,1.359101772,4.726683261,7.927406984,3.548351181,8.186611325,5.906205435,3.72042623,4.53474523,1.990519214,6.956221053,7.71919837,4.820950259,6.12841655,0.922045294,0,2.466668143,5.307342163,6.902908964,0,5.244124643,2.117832415,1.689000827,5.521381728,8.366489074,7.165647861,7.514600311,2.968262067,3.880589305,0,4.845176789,1.051838055,2.679012418,0,4.467697306,0.841201329,1.144618832,1.281375281,0.691339671,3.553244273,0,7.995993986,0,0
UTP18,9.014327848,7.112879241,6.319029917,5.210637625,5.345278813,0,7.243481068,5.429867713,7.068241767,0,0.924770262,7.637318349,3.43487977,5.568687198,5.688125146,2.394702688,6.688859171,0,6.58576604,6.546774756,0,6.061029333,5.56941187,5.670484386,4.19924419,0,5.859256871,3.507737574,2.63506648,0,4.834479281,5.088228944,0,3.150245712,7.651440969,1.695412746,5.590978221,2.308770812,5.392146783,3.751681163,1.828909379,1.196769419,4.146255446,5.281657327,6.269225983,0.979201184,5.84042135,5.491772808,5.957296581,0.973299584,5.794093674,6.129233755,4.341859306,7.630599248,0,5.104712376,4.452223814,0,1.125568161,6.128450887,7.137175044,3.163071379,1.628051678,6.558997774,2.197490919,7.846894099,0.785300069,1.766198708,4.024434652,6.528797686,4.982317762,6.704078389,0.673234448,0,7.385985793,3.493795892,7.672583919,6.475261489,8.666030982,5.096078228,6.595962473,6.423213347,7.481725784,7.487675864,7.515275915,5.18648992,7.924198233,3.780607483,7.426560697,0,2.429785105,6.238171745,3.989881396,0,4.078470423,0,2.395828268,7.614941342,6.623971847,0,0,0,4.576820123,4.816820859,2.746335809,6.24847056,2.162469573,0,3.923628759,1.459192351,5.259415582,4.690635399,7.77928514,4.984567281,4.420924811,4.793027413,5.107879717,0.920189758,4.861433654,4.141435131,5.515880199,3.65371764,6.13836321,0.749386549,1.126713507,4.147690854,4.969032851,0.699258745,5.030760295,2.721756941,3.865831915,0,6.703724024,4.950321174,3.039910876,5.38012429,0,0
VAMP7,9.354777295,8.1167853,7.891895206,10.15404618,8.302838953,9.536088734,4.883372516,6.981934645,9.060156406,6.953158332,8.08901805,8.021453257,10.02226758,9.51290623,6.592434538,6.747752329,8.108448738,9.929899446,7.14203398,4.05778606,11.97368437,7.012004498,2.378997855,9.921166402,8.047715203,7.21669237,7.94540604,2.072781755,0,7.04227209,7.620342269,4.497531335,4.820046366,0,8.678610012,10.59684163,0,5.763095775,8.626761664,1.804882089,7.360818798,7.634560386,9.141266539,9.163723663,9.054421439,4.483507435,8.066391757,7.962870561,9.926046333,6.561365866,2.009737451,7.807420176,8.7084522,3.557575585,5.650064843,0,6.230084319,6.943754994,5.628098652,8.409556925,7.644034697,6.428671797,5.921059185,6.269654646,7.587188653,6.817483395,6.153293055,4.955106503,7.514840905,7.479969123,7.872764585,6.610108408,7.813949227,8.714846301,7.94745461,9.587972207,7.099359873,4.353182999,5.620972056,9.573892801,6.965371493,5.800664028,9.985056385,5.899910003,10.17276499,7.881552656,6.958720954,9.784838303,8.384001074,0,9.333552828,10.03535483,8.416897801,4.356688764,9.869158784,9.120268391,8.739035144,2.44162504,0,9.145478746,4.389094705,5.149902511,8.839261416,8.236575809,9.540595863,7.62836582,7.672746582,8.550483004,6.966149318,0,8.82578055,4.332698721,4.083684198,9.229007792,6.073966831,5.238196288,6.46432679,6.2912063,5.770490804,8.199698372,9.497462704,9.126823875,0,7.414375638,6.580275059,8.841844789,7.928154542,7.481767522,6.900369122,6.964955231,3.671077561,6.611512334,7.61173302,7.553217766,0,7.471327113,7.985387198,8.967449351
VHL,8.425256642,3.778882095,4.669039819,5.492656004,4.985788413,6.216634774,6.986379258,5.023102935,4.699518916,8.523206338,6.818588568,7.809515823,4.859983278,5.46599516,6.616690114,9.85325462,6.31792735,6.070796882,4.49110401,5.514450569,7.678842052,5.695226789,5.636344263,4.484956631,5.895675254,7.674753509,5.176496583,5.33820177,5.735668939,5.976673606,4.577461758,6.246514435,6.803682764,6.296599107,3.565142785,7.647951181,4.794854103,5.807915769,5.56706594,6.57494582,6.437641214,3.858388462,3.842786561,6.170622611,5.555902392,6.430252319,6.708387341,5.546774539,3.844095294,5.007788529,5.472434798,4.972504785,5.887741961,5.430543235,6.005061465,5.013794019,6.19984001,6.423829178,6.413926695,5.354477526,4.780560803,4.82443613,5.835689705,5.370206548,5.73335518,5.199080412,3.66901566,5.117111799,6.209035882,5.823996839,6.776399376,5.465967298,5.422659385,3.687251557,6.230356456,4.788920875,6.535865026,4.931589002,5.192387282,5.124348397,7.612662454,3.078467519,6.959435895,5.443153081,6.226371872,4.091916877,7.099399202,4.179341587,5.022656328,8.429899001,6.210498278,4.255365487,6.537242854,4.659704994,4.9503159,3.969265496,6.476395556,5.494937678,4.129586461,5.203185232,6.450995018,5.93885475,5.301412333,5.546194434,4.163766808,5.431642133,4.332725371,5.650101011,5.621223358,5.960442885,4.817003403,5.496688983,4.668190688,5.216386125,6.545240331,8.149237006,6.410987955,5.422787976,5.740851481,6.947155402,3.459250387,7.163107287,5.341955552,3.27961777,6.051443749,6.943248269,5.776833297,3.725760276,4.357847616,5.564779086,6.715850785,7.557719721,6.777273327,4.190515335,3.548274266,4.417467466,1.738044849,6.90223176
VIM,8.671124383,9.891466658,9.84531348,10.38608875,9.723918219,9.319629725,10.19624379,10.49646495,9.609661652,9.619256307,9.072085391,9.273698343,9.540302034,10.00657543,9.135050629,9.654442493,8.558677645,10.0925536,9.17779606,6.860205741,8.506824488,8.589495914,8.053711047,10.39359058,9.013958344,9.339336874,9.313428338,9.716336415,9.513106205,8.988419805,9.253362103,9.757921941,8.853908713,8.871695878,10.04448978,8.985685817,9.311076155,8.823782125,10.23462318,7.989488793,9.502964227,8.673692386,9.490660341,9.097853821,10.11000473,9.360576169,8.23485476,9.326856774,10.13454925,9.652398412,9.766170506,9.045319757,8.325492978,9.938794338,9.053829442,9.613635308,9.142014545,9.539135604,10.21385014,9.125705885,6.551618885,9.194287163,10.17836686,10.43187673,10.18971168,10.78141824,10.97753246,9.590028615,8.752980261,9.951638116,10.26355907,10.75718834,9.857485653,10.31151584,9.451253596,9.35910457,10.53079643,8.922796133,9.513926942,10.28465056,9.140477645,8.372064635,9.978604299,8.291581718,9.873340196,9.261443725,9.440927156,8.86160425,9.312045519,10.6155739,9.453982162,9.632220135,9.372204728,8.495164094,9.426243531,9.462475968,9.528381725,9.911668693,7.892117718,9.751340897,8.717723175,10.02205583,9.527165694,8.279547883,8.57745489,8.784110519,8.510572909,8.873013257,8.341330877,8.099361082,9.474182664,9.289680509,8.976151447,9.219072495,8.764662845,8.962090813,8.011863359,8.721768734,7.857578702,9.876080607,9.949071739,9.313528177,9.725921548,9.162656696,9.447382425,9.650443403,8.927833991,9.231256041,8.877508492,9.850077074,10.82119358,9.166803555,9.546504976,10.04133622,7.942355695,10.51075322,9.748162425,9.473555143
