"Gene1","Gene2"
"SNAI1","TP53"
"SNAI1","CTBP1"
"SNAI1","EZH2"
"SNAI1","SOX2"
"SNAI1","CTNNB1"
"SNAI1","FN1"
"SNAI1","DNMT1"
"SNAI1","GATAD2A"
"SNAI1","PARP1"
"SNAI1","RBBP4"
"SNAI1","EHMT2"
"SNAI1","SNAI2"
"SNAI1","PHC1"
"SNAI1","VIM"
"SNAI2","CCND1"
"SNAI2","NANOG"
"SNAI2","EGR1"
"SNAI2","TWIST1"
"SNAI2","SNAI1"
"SNAI2","SMAD2"
"SNAI2","WNT5A"
"SNAI2","MECOM"
"SNAI2","LEF1"
"SNAI2","EGF"
"SNAI2","TP53"
"SNAI2","EZH2"
"SNAI2","SOX2"
"SNAI2","CTNNB1"
"SNAI2","FN1"
"SNAI2","GATAD2A"
"SNAI2","FOXD3"
"SNAI2","RBBP4"
"SNAI2","SRC"
"SNAI2","MSX1"
"SNAI2","SRC"
"SNAI2","TP53"
"SNAI2","MECOM"
"SNAI2","FOXD3"
"SNAI2","NANOG"
"SNAI2","SNAI1"
"SNAI2","SMAD2"
"SNAI2","EGF"
"SNAI2","TWIST1"
"SNAI2","GATAD2A"
"SNAI2","CCND1"
"SNAI2","SOX2"
"SNAI2","RBBP4"
"SNAI2","LEF1"
"SNAI2","MSX1"
"SNAI2","WNT5A"
"SNAI2","CTNNB1"
"SNAI2","EGR1"
"SNAI2","VIM"
"SNAI2","EZH2"
"SNAI2","PHC1"
"SNAI2","FN1"
"SNAI2","PHC1"
"SNAI2","VIM"
"SNAPC3","POLR2I"
"SNAPC3","ELL2"
"SNAPC3","POLR2D"
"SNAPC3","SNAPC4"
"SNAPC3","POLR3E"
"SNAPC3","POLR2G"
"SNAPC3","POLR2K"
"SNAPC3","POU2F1"
"SNAPC3","POLR1C"
"SNAPC3","POLR2G"
"SNAPC3","POU2F1"
"SNAPC3","POLR3G"
"SNAPC3","POLR2D"
"SNAPC3","POLR2H"
"SNAPC3","POLR2I"
"SNAPC3","POLR2F"
"SNAPC3","POLR2K"
"SNAPC3","ELL2"
"SNAPC3","POLR1C"
"SNAPC3","POU2F2"
"SNAPC3","POLR3E"
"SNAPC3","SNAPC4"
"SNAPC3","POLR2A"
"SNAPC3","POLR3G"
"SNAPC3","POLR2F"
"SNAPC3","POLR2H"
"SNAPC3","POU2F2"
"SNAPC3","POLR2A"
"SNAPC4","POLR2I"
"SNAPC4","ELL2"
"SNAPC4","POLR2D"
"SNAPC4","POU2F1"
"SNAPC4","POLR3G"
"SNAPC4","POLR2H"
"SNAPC4","SNAPC3"
"SNAPC4","POLR2G"
"SNAPC4","POLR2D"
"SNAPC4","POLR2I"
"SNAPC4","POLR2F"
"SNAPC4","POLR2K"
"SNAPC4","ELL2"
"SNAPC4","POLR1C"
"SNAPC4","POU2F2"
"SNAPC4","POLR3E"
"SNAPC4","POLR2A"
"SNAPC4","POLR3E"
"SNAPC4","POLR2G"
"SNAPC4","POLR2K"
"SNAPC4","POU2F1"
"SNAPC4","POLR1C"
"SNAPC4","SNAPC3"
"SNAPC4","POLR3G"
"SNAPC4","POLR2F"
"SNAPC4","POLR2H"
"SNAPC4","POU2F2"
"SNAPC4","POLR2A"
"SNRPB","POLR2I"
"SNRPB","SRSF6"
"SNRPB","FUS"
"SNRPB","SRSF1"
"SNRPB","SMG6"
"SNRPB","NUP54"
"SNRPB","POLR2D"
"SNRPB","NUP35"
"SNRPB","SNRPD1"
"SNRPB","POLR2G"
"SNRPB","HNRNPD"
"SNRPB","POLR2K"
"SNRPB","RBMX"
"SNRPB","YBX1"
"SNRPB","SRSF3"
"SNRPB","LIN28A"
"SNRPB","HNRNPK"
"SNRPB","SF1"
"SNRPB","SRSF2"
"SNRPB","ELAVL2"
"SNRPB","POLR2F"
"SNRPB","YBX1"
"SNRPB","NUP35"
"SNRPB","RNPS1"
"SNRPB","HNRNPK"
"SNRPB","SF1"
"SNRPB","ELAVL2"
"SNRPB","POLR2H"
"SNRPB","RBMX"
"SNRPB","SRSF6"
"SNRPB","SRSF1"
"SNRPB","POLR2G"
"SNRPB","SRSF3"
"SNRPB","NUP54"
"SNRPB","HNRNPD"
"SNRPB","POLR2D"
"SNRPB","ALYREF"
"SNRPB","LIN28A"
"SNRPB","SMG6"
"SNRPB","SRSF10"
"SNRPB","POLR2I"
"SNRPB","SRSF2"
"SNRPB","POLR2F"
"SNRPB","POLR2K"
"SNRPB","FUS"
"SNRPB","SNRPD1"
"SNRPB","POLR2A"
"SNRPB","POLR2H"
"SNRPB","SRSF10"
"SNRPB","ALYREF"
"SNRPB","RNPS1"
"SNRPB","POLR2A"
"SNRPD1","POLR2I"
"SNRPD1","SRSF6"
"SNRPD1","FUS"
"SNRPD1","SRSF1"
"SNRPD1","NUP54"
"SNRPD1","POLR2D"
"SNRPD1","NUP35"
"SNRPD1","YBX1"
"SNRPD1","POLR2G"
"SNRPD1","SRSF3"
"SNRPD1","SSB"
"SNRPD1","NUP54"
"SNRPD1","NUP35"
"SNRPD1","RNPS1"
"SNRPD1","HNRNPK"
"SNRPD1","HNRNPD"
"SNRPD1","POLR2D"
"SNRPD1","ALYREF"
"SNRPD1","SF1"
"SNRPD1","ILF2"
"SNRPD1","ELAVL2"
"SNRPD1","POLR2H"
"SNRPD1","SRSF10"
"SNRPD1","RUVBL1"
"SNRPD1","SNRPB"
"SNRPD1","POLR2I"
"SNRPD1","SRSF2"
"SNRPD1","POLR2F"
"SNRPD1","POLR2K"
"SNRPD1","FUS"
"SNRPD1","RBMX"
"SNRPD1","SRSF6"
"SNRPD1","SRSF1"
"SNRPD1","POLR2A"
"SNRPD1","POLR2G"
"SNRPD1","HNRNPD"
"SNRPD1","RUVBL1"
"SNRPD1","POLR2K"
"SNRPD1","ILF2"
"SNRPD1","RBMX"
"SNRPD1","YBX1"
"SNRPD1","SRSF3"
"SNRPD1","HNRNPK"
"SNRPD1","SF1"
"SNRPD1","SRSF2"
"SNRPD1","ELAVL2"
"SNRPD1","SSB"
"SNRPD1","POLR2F"
"SNRPD1","SNRPB"
"SNRPD1","POLR2H"
"SNRPD1","SRSF10"
"SNRPD1","ALYREF"
"SNRPD1","RNPS1"
"SNRPD1","POLR2A"
"SOS2","RRAS2"
"SOS2","RRAS2"
"SOX13","LEF1"
"SOX13","TCF7L1"
"SOX13","CTNNB1"
"SOX13","LEF1"
"SOX13","CTNNB1"
"SOX13","SOX5"
"SOX13","TCF7L1"
"SOX13","SOX5"
"SOX17","NANOG"
"SOX17","BMP4"
"SOX17","POU5F1"
"SOX17","KDR"
"SOX17","LEF1"
"SOX17","GATA6"
"SOX17","TCF7L1"
"SOX17","BMP4"
"SOX17","KDR"
"SOX17","GATA6"
"SOX17","NANOG"
"SOX17","POU5F1"
"SOX17","LEF1"
"SOX17","CTNNB1"
"SOX17","GATA4"
"SOX17","TCF7L1"
"SOX17","GATA4"
"SOX17","CTNNB1"
"SOX2","POLR2I"
"SOX2","CCND1"
"SOX2","NANOG"
"SOX2","ISL1"
"SOX2","TWIST1"
"SOX2","SNAI1"
"SOX2","BMP4"
"SOX2","TBX3"
"SOX2","POU5F1"
"SOX2","SMAD2"
"SOX2","STAT3"
"SOX2","GATA6"
"SOX2","TP53"
"SOX2","POLR2D"
"SOX2","PRDM14"
"SOX2","MYCN"
"SOX2","ZIC3"
"SOX2","POLR2G"
"SOX2","ZFP42"
"SOX2","ZIC3"
"SOX2","POU2F1"
"SOX2","FOXD3"
"SOX2","NANOG"
"SOX2","SNAI1"
"SOX2","SMAD2"
"SOX2","PBX1"
"SOX2","POLR2H"
"SOX2","OTX2"
"SOX2","MSX1"
"SOX2","PROM1"
"SOX2","TBX3"
"SOX2","NR0B1"
"SOX2","CTNNB1"
"SOX2","GATA4"
"SOX2","FN1"
"SOX2","MYCN"
"SOX2","POLR2G"
"SOX2","ZFP42"
"SOX2","BMP4"
"SOX2","TP53"
"SOX2","GATA6"
"SOX2","POLR2D"
"SOX2","POU5F1"
"SOX2","LIN28A"
"SOX2","TWIST1"
"SOX2","KLF5"
"SOX2","CCND1"
"SOX2","TCF4"
"SOX2","POLR2I"
"SOX2","EOMES"
"SOX2","POLR2F"
"SOX2","SALL2"
"SOX2","STAT3"
"SOX2","ISL1"
"SOX2","DNMT1"
"SOX2","POLR2K"
"SOX2","POU3F1"
"SOX2","ZEB1"
"SOX2","SNAI2"
"SOX2","PRDM14"
"SOX2","POLR2A"
"SOX2","GATA4"
"SOX2","POLR2K"
"SOX2","OTX2"
"SOX2","CTNNB1"
"SOX2","FN1"
"SOX2","DNMT1"
"SOX2","ZEB1"
"SOX2","POU2F1"
"SOX2","FOXD3"
"SOX2","POU3F1"
"SOX2","LIN28A"
"SOX2","KLF5"
"SOX2","NR0B1"
"SOX2","MSX1"
"SOX2","SNAI2"
"SOX2","TCF4"
"SOX2","EOMES"
"SOX2","POLR2F"
"SOX2","PBX1"
"SOX2","POLR2H"
"SOX2","PROM1"
"SOX2","POLR2A"
"SOX2","SALL2"
"SOX3","NANOG"
"SOX3","POU5F1"
"SOX3","HESX1"
"SOX3","OTX2"
"SOX3","CTNNB1"
"SOX3","NANOG"
"SOX3","POU5F1"
"SOX3","HESX1"
"SOX3","OTX2"
"SOX3","CTNNB1"
"SOX4","TP53"
"SOX4","LEF1"
"SOX4","CTNNB1"
"SOX4","TCF7L1"
"SOX4","LEF1"
"SOX4","TP53"
"SOX4","TCF7L1"
"SOX4","CTNNB1"
"SOX5","SOX13"
"SOX5","SOX13"
"SOX7","GATA6"
"SOX7","GATA6"
"SOX7","GATA4"
"SOX7","GATA4"
"SP100","IRF1"
"SP100","NUP54"
"SP100","TP53"
"SP100","NUP35"
"SP100","TRIM25"
"SP100","TRIM2"
"SP100","OAS1"
"SP100","NUP35"
"SP100","DAXX"
"SP100","IRF1"
"SP100","TRIM22"
"SP100","TRIM2"
"SP100","NCAM1"
"SP100","NUP54"
"SP100","TP53"
"SP100","CIITA"
"SP100","ETS1"
"SP100","TRIM25"
"SP100","HLA-DRB1"
"SP100","HLA-DQB1"
"SP100","HLA-DRB1"
"SP100","DAXX"
"SP100","HLA-DQB1"
"SP100","TRIM22"
"SP100","ETS1"
"SP100","OAS1"
"SP100","NCAM1"
"SP100","CIITA"
"SPIB","POU2AF1"
"SPIB","POU2AF1"
"SRC","TRIP6"
"SRC","NFKBIA"
"SRC","CCND1"
"SRC","PDGFRA"
"SRC","KDR"
"SRC","STAT3"
"SRC","TNC"
"SRC","EGF"
"SRC","TP53"
"SRC","ABLIM1"
"SRC","EPHA4"
"SRC","ITGA5"
"SRC","RUNX1"
"SRC","ELMO1"
"SRC","PGR"
"SRC","CTNNB1"
"SRC","FN1"
"SRC","FXR1"
"SRC","PLAU"
"SRC","TGFB1I1"
"SRC","MAP3K2"
"SRC","ITGA5"
"SRC","UNC5D"
"SRC","TRAF6"
"SRC","RUNX1"
"SRC","KDR"
"SRC","ESRP1"
"SRC","HNRNPK"
"SRC","NFKBIA"
"SRC","FXR1"
"SRC","UNC5C"
"SRC","NEDD9"
"SRC","PDGFRA"
"SRC","ITGA6"
"SRC","EPHA4"
"SRC","PROM1"
"SRC","CTNNB1"
"SRC","S1PR3"
"SRC","FN1"
"SRC","TNC"
"SRC","PLAU"
"SRC","ELMO1"
"SRC","ABLIM1"
"SRC","PALLD"
"SRC","TP53"
"SRC","EGF"
"SRC","TRIP6"
"SRC","CCND1"
"SRC","TLR4"
"SRC","STAT3"
"SRC","PGR"
"SRC","AR"
"SRC","SNAI2"
"SRC","TLR4"
"SRC","AR"
"SRC","S1PR3"
"SRC","HNRNPK"
"SRC","NEDD9"
"SRC","TGFB1I1"
"SRC","SNAI2"
"SRC","UNC5D"
"SRC","ITGA6"
"SRC","MAP3K2"
"SRC","ESRP1"
"SRC","UNC5C"
"SRC","PALLD"
"SRC","PROM1"
"SRC","TRAF6"
"SRSF1","POLR2I"
"SRSF1","SRSF6"
"SRSF1","FUS"
"SRSF1","U2AF1"
"SRSF1","YBX1"
"SRSF1","SSB"
"SRSF1","NUP35"
"SRSF1","NONO"
"SRSF1","RNPS1"
"SRSF1","HNRNPK"
"SRSF1","PSIP1"
"SRSF1","SF1"
"SRSF1","ELAVL2"
"SRSF1","POLR2H"
"SRSF1","SFPQ"
"SRSF1","SNRPB"
"SRSF1","HNRNPAB"
"SRSF1","ILF3"
"SRSF1","RBMX"
"SRSF1","SRSF6"
"SRSF1","POLR2G"
"SRSF1","SRSF3"
"SRSF1","NUP54"
"SRSF1","HNRNPD"
"SRSF1","KHSRP"
"SRSF1","POLR2D"
"SRSF1","ALYREF"
"SRSF1","ILF2"
"SRSF1","SRSF10"
"SRSF1","POLR2I"
"SRSF1","SRSF2"
"SRSF1","POLR2F"
"SRSF1","POLR2K"
"SRSF1","FUS"
"SRSF1","RBM14"
"SRSF1","SNRPD1"
"SRSF1","SAP18"
"SRSF1","POLR2A"
"SRSF1","NUP54"
"SRSF1","POLR2D"
"SRSF1","NONO"
"SRSF1","U2AF1"
"SRSF1","NUP35"
"SRSF1","SNRPD1"
"SRSF1","POLR2G"
"SRSF1","RBM14"
"SRSF1","HNRNPD"
"SRSF1","POLR2K"
"SRSF1","SFPQ"
"SRSF1","HNRNPAB"
"SRSF1","ILF2"
"SRSF1","RBMX"
"SRSF1","YBX1"
"SRSF1","SRSF3"
"SRSF1","HNRNPK"
"SRSF1","SF1"
"SRSF1","PSIP1"
"SRSF1","SRSF2"
"SRSF1","ELAVL2"
"SRSF1","KHSRP"
"SRSF1","SSB"
"SRSF1","POLR2F"
"SRSF1","ILF3"
"SRSF1","SNRPB"
"SRSF1","POLR2H"
"SRSF1","SRSF10"
"SRSF1","ALYREF"
"SRSF1","RNPS1"
"SRSF1","POLR2A"
"SRSF1","SAP18"
"SRSF10","POLR2I"
"SRSF10","SRSF6"
"SRSF10","FUS"
"SRSF10","SRSF1"
"SRSF10","POLR2D"
"SRSF10","SNRPD1"
"SRSF10","POLR2G"
"SRSF10","HNRNPD"
"SRSF10","POLR2K"
"SRSF10","RBMX"
"SRSF10","YBX1"
"SRSF10","SRSF3"
"SRSF10","HNRNPK"
"SRSF10","SF1"
"SRSF10","SRSF2"
"SRSF10","POLR2F"
"SRSF10","SNRPB"
"SRSF10","POLR2H"
"SRSF10","YBX1"
"SRSF10","RNPS1"
"SRSF10","HNRNPK"
"SRSF10","SF1"
"SRSF10","POLR2H"
"SRSF10","SNRPB"
"SRSF10","RBMX"
"SRSF10","SRSF6"
"SRSF10","SRSF1"
"SRSF10","POLR2G"
"SRSF10","SRSF3"
"SRSF10","HNRNPD"
"SRSF10","POLR2D"
"SRSF10","ALYREF"
"SRSF10","POLR2I"
"SRSF10","SRSF2"
"SRSF10","POLR2F"
"SRSF10","POLR2K"
"SRSF10","FUS"
"SRSF10","SNRPD1"
"SRSF10","SAP18"
"SRSF10","POLR2A"
"SRSF10","ALYREF"
"SRSF10","RNPS1"
"SRSF10","POLR2A"
"SRSF10","SAP18"
"SRSF2","POLR2I"
"SRSF2","SRSF6"
"SRSF2","FUS"
"SRSF2","SRSF1"
"SRSF2","NUP54"
"SRSF2","POLR2D"
"SRSF2","U2AF1"
"SRSF2","NUP35"
"SRSF2","SNRPD1"
"SRSF2","POLR2G"
"SRSF2","HNRNPD"
"SRSF2","EZH2"
"SRSF2","POLR2K"
"SRSF2","PTMA"
"SRSF2","RBMX"
"SRSF2","YBX1"
"SRSF2","SRSF3"
"SRSF2","ASXL1"
"SRSF2","HNRNPK"
"SRSF2","SF1"
"SRSF2","U2AF1"
"SRSF2","YBX1"
"SRSF2","POLR2G"
"SRSF2","SRSF3"
"SRSF2","NUP54"
"SRSF2","NUP35"
"SRSF2","RNPS1"
"SRSF2","HNRNPK"
"SRSF2","HNRNPD"
"SRSF2","ASXL1"
"SRSF2","POLR2D"
"SRSF2","ALYREF"
"SRSF2","SF1"
"SRSF2","ELAVL2"
"SRSF2","POLR2H"
"SRSF2","SRSF10"
"SRSF2","SNRPB"
"SRSF2","POLR2I"
"SRSF2","POLR2F"
"SRSF2","POLR2K"
"SRSF2","FUS"
"SRSF2","PTMA"
"SRSF2","SNRPD1"
"SRSF2","EZH2"
"SRSF2","RBMX"
"SRSF2","SRSF6"
"SRSF2","SRSF1"
"SRSF2","POLR2A"
"SRSF2","ELAVL2"
"SRSF2","POLR2F"
"SRSF2","SNRPB"
"SRSF2","POLR2H"
"SRSF2","SRSF10"
"SRSF2","ALYREF"
"SRSF2","RNPS1"
"SRSF2","POLR2A"
"SRSF3","POLR2I"
"SRSF3","SRSF6"
"SRSF3","FUS"
"SRSF3","SRSF1"
"SRSF3","NUP54"
"SRSF3","POLR2D"
"SRSF3","U2AF1"
"SRSF3","NUP35"
"SRSF3","SNRPD1"
"SRSF3","POLR2G"
"SRSF3","RBM14"
"SRSF3","HNRNPD"
"SRSF3","POLR2K"
"SRSF3","SFPQ"
"SRSF3","ILF2"
"SRSF3","RBMX"
"SRSF3","FUBP1"
"SRSF3","YBX1"
"SRSF3","U2AF1"
"SRSF3","YBX1"
"SRSF3","POLR2G"
"SRSF3","SSB"
"SRSF3","NUP54"
"SRSF3","NUP35"
"SRSF3","RNPS1"
"SRSF3","HNRNPK"
"SRSF3","HNRNPD"
"SRSF3","KHSRP"
"SRSF3","POLR2D"
"SRSF3","ALYREF"
"SRSF3","SF1"
"SRSF3","ILF2"
"SRSF3","ELAVL2"
"SRSF3","POLR2H"
"SRSF3","SRSF10"
"SRSF3","SFPQ"
"SRSF3","SNRPB"
"SRSF3","POLR2I"
"SRSF3","SRSF2"
"SRSF3","POLR2F"
"SRSF3","POLR2K"
"SRSF3","ILF3"
"SRSF3","FUS"
"SRSF3","FUBP1"
"SRSF3","RBM14"
"SRSF3","SNRPD1"
"SRSF3","SAP18"
"SRSF3","RBMX"
"SRSF3","SRSF6"
"SRSF3","SRSF1"
"SRSF3","POLR2A"
"SRSF3","HNRNPK"
"SRSF3","SF1"
"SRSF3","SRSF2"
"SRSF3","ELAVL2"
"SRSF3","KHSRP"
"SRSF3","SSB"
"SRSF3","POLR2F"
"SRSF3","ILF3"
"SRSF3","SNRPB"
"SRSF3","POLR2H"
"SRSF3","SRSF10"
"SRSF3","ALYREF"
"SRSF3","RNPS1"
"SRSF3","POLR2A"
"SRSF3","SAP18"
"SRSF6","POLR2I"
"SRSF6","YBX1"
"SRSF6","NUP35"
"SRSF6","RNPS1"
"SRSF6","HNRNPK"
"SRSF6","SF1"
"SRSF6","ELAVL2"
"SRSF6","POLR2H"
"SRSF6","SFPQ"
"SRSF6","SNRPB"
"SRSF6","RBMX"
"SRSF6","SRSF1"
"SRSF6","POLR2G"
"SRSF6","SRSF3"
"SRSF6","NUP54"
"SRSF6","HNRNPD"
"SRSF6","POLR2D"
"SRSF6","ALYREF"
"SRSF6","SRSF10"
"SRSF6","POLR2I"
"SRSF6","SRSF2"
"SRSF6","POLR2F"
"SRSF6","POLR2K"
"SRSF6","FUS"
"SRSF6","SNRPD1"
"SRSF6","POLR2A"
"SRSF6","FUS"
"SRSF6","SRSF1"
"SRSF6","NUP54"
"SRSF6","POLR2D"
"SRSF6","NUP35"
"SRSF6","SNRPD1"
"SRSF6","POLR2G"
"SRSF6","HNRNPD"
"SRSF6","POLR2K"
"SRSF6","SFPQ"
"SRSF6","RBMX"
"SRSF6","YBX1"
"SRSF6","SRSF3"
"SRSF6","HNRNPK"
"SRSF6","SF1"
"SRSF6","SRSF2"
"SRSF6","ELAVL2"
"SRSF6","POLR2F"
"SRSF6","SNRPB"
"SRSF6","POLR2H"
"SRSF6","SRSF10"
"SRSF6","ALYREF"
"SRSF6","RNPS1"
"SRSF6","POLR2A"
"SSB","SRSF1"
"SSB","NAA15"
"SSB","TRUB1"
"SSB","POLR3E"
"SSB","SNRPD1"
"SSB","RBM14"
"SSB","POLR2K"
"SSB","SFPQ"
"SSB","ILF2"
"SSB","POLR1C"
"SSB","SRSF3"
"SSB","HNRNPK"
"SSB","DNAJC2"
"SSB","POLR3G"
"SSB","SRSF3"
"SSB","POLR3G"
"SSB","TRUB1"
"SSB","HNRNPK"
"SSB","ALYREF"
"SSB","NAA15"
"SSB","ILF2"
"SSB","POLR2H"
"SSB","SFPQ"
"SSB","U2AF1"
"SSB","POLR2F"
"SSB","POLR2K"
"SSB","DNAJC2"
"SSB","ILF3"
"SSB","POLR1C"
"SSB","RBM14"
"SSB","SNRPD1"
"SSB","POLR3E"
"SSB","SRSF1"
"SSB","POLR2F"
"SSB","ILF3"
"SSB","POLR2H"
"SSB","ALYREF"
"SSB","U2AF1"
"STAT2","EGR1"
"STAT2","IRF1"
"STAT2","STAT3"
"STAT2","OAS1"
"STAT2","IRF1"
"STAT2","TLR7"
"STAT2","STAT3"
"STAT2","EGR1"
"STAT2","IL6ST"
"STAT2","TLR7"
"STAT2","IL6ST"
"STAT2","OAS1"
"STAT3","SIRT1"
"STAT3","DECR1"
"STAT3","TGFB1"
"STAT3","CCND1"
"STAT3","NANOG"
"STAT3","EGR1"
"STAT3","TWIST1"
"STAT3","SNAI1"
"STAT3","IRF1"
"STAT3","BMP4"
"STAT3","BHLHE40"
"STAT3","PDGFRA"
"STAT3","POU5F1"
"STAT3","SMAD2"
"STAT3","LIFR"
"STAT3","KDR"
"STAT3","WNT5A"
"STAT3","BHLHE40"
"STAT3","TGFB1"
"STAT3","STAT2"
"STAT3","SRC"
"STAT3","TRAF6"
"STAT3","POU2F1"
"STAT3","KDR"
"STAT3","NANOG"
"STAT3","SNAI1"
"STAT3","DAXX"
"STAT3","SMAD2"
"STAT3","IRF1"
"STAT3","GATA3"
"STAT3","PDGFRA"
"STAT3","WNT5A"
"STAT3","PROM1"
"STAT3","SIRT1"
"STAT3","CTNNB1"
"STAT3","EGR1"
"STAT3","VIM"
"STAT3","IL6ST"
"STAT3","PRDM1"
"STAT3","BMP4"
"STAT3","LIFR"
"STAT3","TP53"
"STAT3","CUX1"
"STAT3","EGF"
"STAT3","POU5F1"
"STAT3","LIN28A"
"STAT3","TWIST1"
"STAT3","CCND1"
"STAT3","TLR4"
"STAT3","SOX2"
"STAT3","DNMT1"
"STAT3","DECR1"
"STAT3","AR"
"STAT3","ZEB1"
"STAT3","EZH2"
"STAT3","HIF1A"
"STAT3","EGF"
"STAT3","TP53"
"STAT3","STAT2"
"STAT3","EZH2"
"STAT3","SOX2"
"STAT3","CTNNB1"
"STAT3","DNMT1"
"STAT3","CUX1"
"STAT3","ZEB1"
"STAT3","POU2F1"
"STAT3","PRDM1"
"STAT3","SRC"
"STAT3","TLR4"
"STAT3","LIN28A"
"STAT3","DAXX"
"STAT3","AR"
"STAT3","GATA3"
"STAT3","IL6ST"
"STAT3","PROM1"
"STAT3","TRAF6"
"STAT3","HIF1A"
"STAT3","VIM"
"SUPT16H","POLR2G"
"SUPT16H","XRCC6"
"SUPT16H","AFF4"
"SUPT16H","TP53"
"SUPT16H","MLLT3"
"SUPT16H","POLR2D"
"SUPT16H","GTF2H2"
"SUPT16H","WDHD1"
"SUPT16H","SMARCC1"
"SUPT16H","POLR2H"
"SUPT16H","SMARCD1"
"SUPT16H","RUVBL1"
"SUPT16H","POLR2I"
"SUPT16H","CHAF1A"
"SUPT16H","POLR2F"
"SUPT16H","POLR2K"
"SUPT16H","MCM3"
"SUPT16H","MCM4"
"SUPT16H","TCEA1"
"SUPT16H","POLR2A"
"SUPT16H","POLR2I"
"SUPT16H","SMARCC1"
"SUPT16H","MCM4"
"SUPT16H","AFF4"
"SUPT16H","TP53"
"SUPT16H","POLR2D"
"SUPT16H","CHAF1A"
"SUPT16H","POLR2G"
"SUPT16H","RUVBL1"
"SUPT16H","GTF2H2"
"SUPT16H","POLR2K"
"SUPT16H","XRCC6"
"SUPT16H","WDHD1"
"SUPT16H","MLLT3"
"SUPT16H","SMARCD1"
"SUPT16H","POLR2F"
"SUPT16H","POLR2H"
"SUPT16H","TCEA1"
"SUPT16H","POLR2A"
"SUPT16H","MCM3"
"SUPT7L","MED16"
"SUPT7L","MED16"
"SUPT7L","TADA1"
"SUPT7L","TADA1"
"TAF1L","POLR2I"
"TAF1L","TP53"
"TAF1L","POLR2D"
"TAF1L","POLR2G"
"TAF1L","GTF2H2"
"TAF1L","POLR2K"
"TAF1L","POLR2F"
"TAF1L","POLR2H"
"TAF1L","POLR2H"
"TAF1L","POLR2G"
"TAF1L","TP53"
"TAF1L","POLR2D"
"TAF1L","GTF2H2"
"TAF1L","POLR2I"
"TAF1L","POLR2F"
"TAF1L","POLR2K"
"TAF1L","POLR2A"
"TAF1L","POLR2A"
"TBX20","ISL1"
"TBX20","GATA6"
"TBX20","GATA4"
"TBX20","HAND2"
"TBX20","HAND2"
"TBX20","GATA6"
"TBX20","ISL1"
"TBX20","GATA4"
"TBX3","NANOG"
"TBX3","BMP4"
"TBX3","NANOG"
"TBX3","GATA3"
"TBX3","MEIS2"
"TBX3","SHOX2"
"TBX3","BMP4"
"TBX3","GATA6"
"TBX3","POU5F1"
"TBX3","SOX2"
"TBX3","POU5F1"
"TBX3","GATA6"
"TBX3","SOX2"
"TBX3","GATA3"
"TBX3","SHOX2"
"TBX3","MEIS2"
"TCEA1","SUPT16H"
"TCEA1","POLR2I"
"TCEA1","AFF4"
"TCEA1","POLR2D"
"TCEA1","POLR2G"
"TCEA1","GTF2H2"
"TCEA1","POLR2K"
"TCEA1","RFC3"
"TCEA1","MLLT3"
"TCEA1","POLR2F"
"TCEA1","POLR2H"
"TCEA1","SUPT16H"
"TCEA1","AFF4"
"TCEA1","MLLT3"
"TCEA1","POLR2H"
"TCEA1","POLR2G"
"TCEA1","POLR2D"
"TCEA1","GTF2H2"
"TCEA1","POLR2I"
"TCEA1","POLR2F"
"TCEA1","POLR2K"
"TCEA1","RFC3"
"TCEA1","POLR2A"
"TCEA1","POLR2A"
"TCF19","CCNA2"
"TCF19","BUB1B"
"TCF19","CCNB2"
"TCF19","CDC20"
"TCF19","CDCA8"
"TCF19","CDC20"
"TCF19","CCNA2"
"TCF19","CCNB2"
"TCF19","MCM3"
"TCF19","CDCA8"
"TCF19","BUB1B"
"TCF19","UHRF1"
"TCF19","UHRF1"
"TCF19","MCM3"
"TCF4","NANOG"
"TCF4","TWIST1"
"TCF4","POU5F1"
"TCF4","CBFA2T2"
"TCF4","LEF1"
"TCF4","MEF2D"
"TCF4","SOX2"
"TCF4","CTNNB1"
"TCF4","ID1"
"TCF4","TLE1"
"TCF4","ID1"
"TCF4","CBFA2T2"
"TCF4","TLE1"
"TCF4","NANOG"
"TCF4","TLE3"
"TCF4","POU5F1"
"TCF4","TWIST1"
"TCF4","MEF2D"
"TCF4","SOX2"
"TCF4","LEF1"
"TCF4","CTNNB1"
"TCF4","TLE3"
"TCF7L1","SOX4"
"TCF7L1","APC"
"TCF7L1","LEF1"
"TCF7L1","SOX13"
"TCF7L1","APC"
"TCF7L1","TLE1"
"TCF7L1","TLE3"
"TCF7L1","TLE2"
"TCF7L1","ASH2L"
"TCF7L1","TEAD4"
"TCF7L1","SOX17"
"TCF7L1","RUVBL1"
"TCF7L1","LEF1"
"TCF7L1","SOX4"
"TCF7L1","TEAD1"
"TCF7L1","CTNNB1"
"TCF7L1","CTBP1"
"TCF7L1","CTBP1"
"TCF7L1","SOX17"
"TCF7L1","RUVBL1"
"TCF7L1","ASH2L"
"TCF7L1","CTNNB1"
"TCF7L1","TEAD4"
"TCF7L1","SOX13"
"TCF7L1","TLE1"
"TCF7L1","TEAD1"
"TCF7L1","TLE3"
"TCF7L1","TLE2"
"TEAD1","LEF1"
"TEAD1","TCF7L1"
"TEAD1","TEAD4"
"TEAD1","WWTR1"
"TEAD1","TEAD4"
"TEAD1","LEF1"
"TEAD1","WWTR1"
"TEAD1","TCF7L1"
