X,RamDA_mESC_72h_A04,RamDA_mESC_72h_A05,RamDA_mESC_72h_A06,RamDA_mESC_72h_A07,RamDA_mESC_72h_A08,RamDA_mESC_72h_A09,RamDA_mESC_72h_A11,RamDA_mESC_72h_B01,RamDA_mESC_72h_B02,RamDA_mESC_72h_B03,RamDA_mESC_72h_B04,RamDA_mESC_72h_B05,RamDA_mESC_72h_B06,RamDA_mESC_72h_B07,RamDA_mESC_72h_B08,RamDA_mESC_72h_B09,RamDA_mESC_72h_B10,RamDA_mESC_72h_B11,RamDA_mESC_72h_B12,RamDA_mESC_72h_C01,RamDA_mESC_72h_C02,RamDA_mESC_72h_C03,RamDA_mESC_72h_C04,RamDA_mESC_72h_C05,RamDA_mESC_72h_C06,RamDA_mESC_72h_C07,RamDA_mESC_72h_C08,RamDA_mESC_72h_C09,RamDA_mESC_72h_C10,RamDA_mESC_72h_C11,RamDA_mESC_72h_C12,RamDA_mESC_72h_D01,RamDA_mESC_72h_D02,RamDA_mESC_72h_D03,RamDA_mESC_72h_D04,RamDA_mESC_72h_D05,RamDA_mESC_72h_D06,RamDA_mESC_72h_D07,RamDA_mESC_72h_D08,RamDA_mESC_72h_D09,RamDA_mESC_72h_D10,RamDA_mESC_72h_D11,RamDA_mESC_72h_D12,RamDA_mESC_72h_E01,RamDA_mESC_72h_E02,RamDA_mESC_72h_E03,RamDA_mESC_72h_E04,RamDA_mESC_72h_E05,RamDA_mESC_72h_E06,RamDA_mESC_72h_E07,RamDA_mESC_72h_E08,RamDA_mESC_72h_E09,RamDA_mESC_72h_E10,RamDA_mESC_72h_E11,RamDA_mESC_72h_E12,RamDA_mESC_72h_F01,RamDA_mESC_72h_F02,RamDA_mESC_72h_F03,RamDA_mESC_72h_F04,RamDA_mESC_72h_F05,RamDA_mESC_72h_F06,RamDA_mESC_72h_F07,RamDA_mESC_72h_F08,RamDA_mESC_72h_F09,RamDA_mESC_72h_F10,RamDA_mESC_72h_F11,RamDA_mESC_72h_F12,RamDA_mESC_72h_G01,RamDA_mESC_72h_G02,RamDA_mESC_72h_G03,RamDA_mESC_72h_G04,RamDA_mESC_72h_G05,RamDA_mESC_72h_G06,RamDA_mESC_72h_G07,RamDA_mESC_72h_G08,RamDA_mESC_72h_G09,RamDA_mESC_72h_G10,RamDA_mESC_72h_G11,RamDA_mESC_72h_G12,RamDA_mESC_72h_H01,RamDA_mESC_72h_H02,RamDA_mESC_72h_H03,RamDA_mESC_72h_H04,RamDA_mESC_72h_H05,RamDA_mESC_72h_H06,RamDA_mESC_72h_H07,RamDA_mESC_72h_H08,RamDA_mESC_72h_H09,RamDA_mESC_72h_H10,RamDA_mESC_72h_H11,RamDA_mESC_72h_H12
Mxd4,0.286329556,1.605507726,1.046131592,1.377888249,1.591888547,0.903491872,0.674181888,1.29174974,0.941719525,0.810299471,1.718411916,0.414883227,1.438365503,0.446033854,0.589668435,0.895020094,0.949851969,0.407061992,0.309339265,0.711568521,0.287911603,1.624285374,0.379357472,0.164261725,1.314871667,0.878368795,0.233444667,1.488470049,0.762203938,0.424731697,1.063095697,0.389127639,0.938111139,0.783477986,0.74109011,1.303261586,0.619852198,1.22843208,0.091984612,1.402759217,0.394471734,0.60960348,0.312108561,2.146859687,1.481399121,0.827401222,1.469121313,1.120154821,0.393895798,1.161084824,0.727048782,1.065272801,0.610453834,0.717863733,0.524010762,0.37804725,0.515710481,0.663376499,0.982471285,1.005372851,0.19862312,0.308666311,0.451092705,0.224658414,1.132072624,0.652004297,0.557275375,0.482313578,1.012498891,2.266785482,1.791482673,1.475476263,0.397603752,0.233602473,1.028295978,0.292289814,0.155764314,0.859159523,1.495023535,0.637743075,1.546944516,1.676279378,1.080323233,1.116784032,1.050321185,0.458856402,0.816024337,0.322114922,1.055773006,0.470708545,1.085548367
Mybbp1a,3.2273055,3.306457524,3.617628722,3.562406293,3.06862906,3.177082347,3.479587844,3.587789072,2.466244346,3.710466198,3.206718436,2.638076413,2.696754265,3.313355639,3.672450272,2.8424062,3.564433812,3.340332915,2.674430576,3.365561247,3.564065716,3.328946918,3.505274734,4.323332688,3.536302506,3.368438457,3.44376437,3.434967727,3.573213972,2.908146388,3.378209356,3.903799725,2.788481085,3.165948894,3.172140441,3.043026114,3.164694503,3.337518553,3.43649612,2.893621242,3.537679973,2.96024461,2.916588281,2.806954717,2.805777482,2.918032641,3.1489052,3.302170198,3.81974472,3.566916606,3.218469345,2.840867838,3.599377885,2.393638307,3.426939313,3.466248041,3.37037128,3.171460536,2.997587967,3.516335525,3.554813359,3.17412165,3.494693314,3.57629821,3.441084639,3.531916898,3.611371215,3.148565113,3.297269134,2.355249366,2.963583861,2.837016586,2.767972781,3.514857278,2.905790425,3.033421599,2.94011682,3.67258908,3.70859739,3.082716727,2.861232014,3.456106442,3.511188978,3.515119621,3.247783764,3.874996347,3.485427765,3.379978784,3.02658317,3.24490308,3.451261951
Mybl2,2.867787257,3.451737185,2.197324753,2.592630985,3.053355657,3.096053128,2.209621452,2.467995972,2.452180912,3.698063148,3.545648082,3.081347439,2.788612245,2.956708657,2.862202254,3.805301192,2.920505941,3.619816559,3.529399576,3.204273495,2.930416928,2.730364137,2.752024401,3.121589162,3.358508364,2.853581271,2.485829148,2.589764462,3.623981946,3.008150242,3.002494577,3.360993799,3.055454781,2.134738672,3.655866246,2.424768602,3.501384488,3.15729666,3.210042011,2.303293612,3.325454227,3.328258148,3.307689515,1.968657828,3.452246143,3.140647764,3.564645061,1.86983589,3.248911521,3.578334368,3.688791636,3.293987,3.438085593,3.088721699,3.397172144,3.1637971,2.801631825,3.711297775,2.998789674,2.632711654,2.464860764,2.743223888,1.856502435,3.414032138,3.436730281,3.460952813,2.714606633,3.970372873,3.104275331,2.209117044,2.956290249,3.013370025,3.490740428,2.933382631,3.380853348,3.210365068,3.35888504,3.469061542,2.98808421,2.506395035,3.537518532,1.949901452,2.946188252,3.807003353,2.890562996,3.422052783,3.445333347,3.217652134,3.431797809,2.824301528,2.726311305
Myc,0,0,0.36576144,0,0.524091306,0.4105534,0.035191995,0.485722025,0,0.351819146,0,0.173214236,0.544587236,0,0.91689374,0.025781133,0.093096138,0.090956822,0,0.134941837,0.14473892,1.120887874,0,2.09310062,1.967599658,0.07192419,0.588814269,0.810976751,1.191945304,0,0,0.027105719,0.121118784,0.963111095,0.408980181,0,1.244585604,0,0.073050864,0,0,0.930043544,0.100722747,0,1.463434214,0,0,0.704008202,1.195854536,0.549301656,0.192708686,0,0,0,0.288748991,0.073595629,0.234978502,0,0,0.025270386,0.590672371,1.07631447,0,1.769678024,1.374008803,0.109397189,0.245571131,0,1.774706648,0,0.245865395,0.284097593,0,0.262692083,0,0.70415073,0.436370024,0.203232073,0.24592673,0.064083514,0.304218049,1.308462016,0,0,0.927446316,0.509561306,0.555006964,0,0.033383111,0,1.028638516
Mycn,1.414780659,2.898963081,1.186722968,2.385620935,2.564811449,2.143320537,2.208354465,2.626379146,2.150829603,1.991389,2.442220693,1.318970288,3.562474919,1.927579003,2.314202873,1.593187024,2.329139198,1.295358136,0.820015658,1.56360561,2.185387297,2.381085139,1.655380998,1.374297472,1.853223615,2.023211263,2.525828481,3.117182589,2.900057964,1.416517269,1.273784356,2.488204593,2.403744041,2.222884991,2.054349672,2.211209916,2.232016181,1.358385041,1.31862375,2.436559983,1.827186723,2.784709093,1.193370894,2.197671233,2.427618948,3.187122045,1.464943993,1.917518345,2.931805939,2.326012579,0.414675616,1.542096603,2.100866045,1.845774794,2.673792112,2.997899405,2.820955552,1.095249845,2.193501722,2.457413043,2.888236808,1.094299699,2.264890079,2.140954952,3.056165752,1.820684048,3.696822833,0.781186381,3.062033142,2.453092324,1.471371493,2.887641205,2.394660909,1.692292873,2.097150041,2.329500857,1.793393579,2.135132843,1.153076547,2.876770706,2.945976343,1.435606097,2.597008648,2.826846184,2.189663641,2.381027026,2.521216478,2.112984348,1.865061435,2.167868783,2.384228559
Myd88,1.247772446,0.644282439,0.360066408,0.737029928,0.785048985,0.997147595,0.459403515,1.049254846,0.755263777,0.668130732,0.695411637,0.637668148,0.701097142,1.454737926,1.084900393,0.347726046,0.899488619,1.012678054,0,0.639667331,0.797812379,1.058395639,0.882926269,0.566122989,0.995732005,0.925181491,0.397912387,0.657673762,0.52639502,0.877932341,0.921765694,0.408710959,1.038541146,0.432001936,0.654592813,1.08550557,0.773454674,0.9947165,1.336739921,0.951509179,1.15627894,1.087171633,1.114113368,0.515546092,1.24418899,0.625315458,0.828676172,0.408410723,0.71393222,0.229091129,0.743923928,1.06742944,0.726656267,1.144215873,0.508507161,0.928830101,0.214825377,0.778929143,0.683323989,0.543687159,0.548322489,0.848992248,0.654134723,0.743374285,0.904073712,0.789162519,0.333779639,0.969497236,0.626809235,0.990343672,0.323436243,0.596931737,0.86753152,0.890217015,0.542244044,0.646925282,0.582472663,1.038776152,0.866940621,0.667425146,0.961975558,0.808350654,1.225152607,0.693785356,1.097448648,0.862986832,0.927289559,0.549453083,0.899487152,1.052530483,0.549017814
Myh9,4.188277644,4.159856469,3.757865405,4.043564868,4.276181894,4.257518996,3.86638442,4.216116447,3.819820906,3.751373351,4.261421204,3.803020422,4.331458053,3.817261084,4.300204753,4.257720996,3.871480862,3.50281937,4.181582141,4.328716359,4.419819459,3.83888575,4.083015573,4.124069135,4.106535999,3.707959147,4.48094583,4.254345458,4.352267306,3.643576666,4.167785985,3.762481474,3.746385016,4.002568288,4.166840049,3.318853064,3.49795359,4.038692055,3.832622012,3.412787811,3.633552074,4.473237831,4.752710403,4.016167573,4.201535814,4.396828408,4.68935354,4.399603758,4.291558141,4.2622416,3.271772808,4.380263892,4.640848577,3.476520627,4.395160744,3.869775668,4.023714539,4.217342735,1.463094927,4.276146321,4.145193436,3.526105837,3.867291053,4.19408063,3.995443662,3.078758067,4.911114279,3.650276106,4.160788764,3.832758041,4.044782967,3.943435348,4.272608196,3.85201427,4.147695677,4.638440515,4.269101088,4.045931394,3.632791898,3.784400776,4.251985167,3.42713444,4.167536818,4.148837302,4.265836036,3.493811684,4.253988359,4.541847687,3.705585339,4.440577261,4.198542565
Mylpf,0.576241244,0,0,0,0.936382456,0,1.039657773,0,0,0,0,0.240822628,1.313731738,0,0,1.048967435,0.593637401,0,0,0,0.778896938,0,1.329032025,0,0.932015814,0.031876877,0.812570289,0,0,0.123382198,1.042402167,0,0,0.338594936,0,0,0,0.442143255,0,0,0.529516619,0,0,0,0,0,0.700344568,0,0.31075132,1.0344034,0.335222286,1.257587964,0.467799165,0,0.617051725,0,0.821541073,0.324785511,0,0.635031498,0.598230992,0.75708999,0.39237108,0,0,0,0,0,0,0,0,0,0,0,0,0.165310483,0,0.462427533,0,0.852856501,0.353029335,1.456020139,0,0,1.062860977,0,0,0,0,0.154606468,0.36282502
Mymx,0.266535126,0,0,0.196321821,0,0,0,0,0,0,0,0.069151049,0.261463432,0,0,0.16225321,0,0,0,0,0,0,0,0,0.252848854,0.287868896,0,0,0.192350175,0,0,0,0,0.127655774,0.193415944,0,0,0.156047974,0,0,0,0,0.306001159,0,0.07001072,0,0,0,0,0,0,0.107441621,0,0,0,0.259453061,0,0.153739661,0.067270129,0.126452514,0,0,0,0,0,0,0,0,0,0,0,0.334848084,0,0,0,0,0,0,0.289979942,0,0,0,0,0,0,0,0,0,0,0.160060066,0
Myo6,1.689020888,0.913307444,2.2743653,2.589237146,2.744401185,0.978243194,0.728852655,1.517738404,1.772761633,2.192435968,1.304131608,2.867770728,1.360757183,2.144349651,2.81791419,2.057004669,2.552688598,3.074252038,2.847209947,0.966139393,1.171700412,1.205208646,1.408634275,0.826021603,1.520651514,3.168689414,0.74591045,1.175531746,0.572572221,2.564546087,2.543866438,1.290079552,1.401660421,2.545513694,1.152603891,2.351815523,1.414972101,2.027637307,1.967556169,1.587308649,2.542558904,0.919595457,3.226107345,2.529367943,1.47439431,1.691250547,1.878577679,2.158035118,1.217971845,0.823333661,1.747457462,1.699777068,1.791025033,2.971169986,1.372506271,0.960647422,1.61270271,2.105124795,2.371895791,1.499253155,0.971428365,2.285259939,2.242397734,1.433486181,1.333511077,3.087015383,1.305766504,1.741263632,0.692372543,1.982796612,3.420711883,1.914172832,0.950499808,1.42435232,2.964673962,0.8511729,1.476960036,1.215592788,1.072717668,1.045396208,1.557562808,2.025906949,2.150166889,1.134821258,0.571285825,1.392953174,1.653980685,1.428085593,2.409149595,1.603001541,1.580795985
Myo7a,0,0.192204408,3.099424658,0.634666397,0.6756771,0,0,0,0,2.146783045,0.014043831,2.648503901,0,0.958176956,3.046504139,0.343446205,2.015203642,3.739768195,0.245308007,0,0.811618563,0,0,0,0,3.327850658,0,0,0,0.543533082,0,0,0,0,0,0.660500122,0,0.751781165,1.629563392,0.041231787,3.315919041,0,3.024264172,0,0.197984331,0,0.47281939,0.771750818,0,0,2.760213932,0.235268645,0,2.915089108,0.916886194,0,0,0,1.752417478,0.490542614,0,3.233590273,0,0,0,2.993805086,0,1.29008858,0,0,1.478739596,1.201924635,0,0,2.893850469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28212613,0.014697642
Naa15,1.950277375,2.741511909,2.714908715,2.658020128,1.927703708,2.725530855,2.255508986,2.487389182,2.111021665,1.967108669,1.937059224,2.282388388,2.283627281,2.260754246,2.224333971,2.500356238,2.207264846,2.135030005,1.272018506,2.379003408,2.275018245,1.880113511,2.417980829,3.043393136,2.108954971,2.038791292,2.024303378,2.446503616,2.420706906,2.310811089,1.933338304,2.375981608,1.796858746,1.821199009,2.569306706,1.163353133,1.88619404,2.155069094,2.366636765,1.462486229,2.473767126,2.600453333,2.644690453,1.282035985,2.001795013,2.159430985,1.846682797,2.677199635,2.374350759,2.914628682,2.246112985,2.470564472,2.506682456,2.244617071,2.486516769,2.443957631,2.491983272,2.219487282,2.146145617,2.645011386,2.232885183,1.632344454,2.406749888,1.88490119,2.512170488,2.035894676,2.407458311,1.943742417,2.186968947,1.778500137,2.755465848,2.526197437,2.144699361,2.441506449,1.761228789,2.387570954,2.171239474,2.242318389,2.591681404,1.819650694,2.471647343,2.912700165,2.68959924,2.036968649,2.443641497,2.750067366,2.101468608,2.081353042,2.280545184,2.39943192,1.862808892
Nacc1,0.983279453,1.301469125,0.88954547,1.171285933,1.07353991,1.125163018,1.028934208,1.1469729,0.911295532,0.792871134,0.604427836,0.960191007,0.765053164,1.190268708,1.089234744,0.978412619,0.704317659,0.934916564,0.660204394,1.088158911,1.043759969,0.491538944,1.091537865,1.205961124,1.084870884,0.889919524,0.974158228,0.952957655,1.12244405,0.824772014,0.939452151,1.058507132,1.029070716,1.06421534,1.235825989,0.916307828,1.058490891,0.701570811,0.834889146,0.639763067,0.836256579,0.9278956,0.736521242,0.620735511,0.907297493,0.984802362,1.026436441,0.877644579,0.989036937,0.819158525,0.553888101,1.224074519,1.161714126,0.891064995,1.174549228,0.741408104,1.169554678,0.690369399,0.729852618,0.958105531,1.075484612,1.159019244,1.084581589,1.121630534,0.85380755,1.079862247,1.423551974,0.983515814,1.03917467,0.90622803,0.750325535,1.158178604,0.770044008,1.098121027,0.9280343,1.00753156,0.961597681,0.788722593,0.899826374,0.934237369,0.864748993,1.213327742,0.917034258,1.196942994,0.851959919,0.740335213,1.009708295,1.022580096,1.173258074,0.763077515,1.201579223
Nanog,0.115445853,0.031607648,0.15092345,0.097614345,0.073684587,0.067707675,0.122917012,0,0.187666715,0.081890734,0,0.0570787,0.06690519,0.094944736,0.144572708,0.034441312,0,0.077513972,0.235341583,0.104340793,0.02296623,0.024501005,0.020397356,0.109012587,0.073744542,0.118161452,0,0.024427222,0.08799216,0.10390357,0.070578402,0.036709407,0.130006059,0.102279997,0.112034208,0.048476807,0.021922093,0,0,0.028011105,0.022853418,0.059775385,0.076457697,0.103839127,0.198364411,0.024467161,0.115105322,0.077849091,0.04477229,0.025360091,0.092771543,0.147473074,0.043044832,0.023522613,0,0,0.071840962,0,0.314380252,0.137343557,0.028946965,0.029375297,0.102069645,0,0.137487884,0.065110173,0.049920892,0.029432333,0.060382043,0.047229884,0.087716028,0.0767234,0.027200879,0.067735921,0.050655866,0.112511607,0.053877558,0.058139884,0.081388825,0.132849954,0,0,0.066297469,0.057452118,0.138480332,0.050577912,0.105891535,0.091844001,0.144204506,0.052624865,0.050887172
Ncoa3,2.178091364,1.571133071,3.16281526,2.450361835,2.196447056,2.089186104,1.768474279,2.384128904,2.130208117,2.203027439,2.233964575,2.474717606,2.108656602,2.654844469,3.161970072,2.41021321,3.09189386,2.450192148,2.193853066,2.084786438,2.269835004,1.642088761,2.245963987,2.478927884,2.143499185,2.634849454,1.675885768,1.745167551,1.723170291,2.459980667,3.301807818,1.529598678,2.485303304,2.295121162,2.172926199,2.253439876,1.635836366,1.857925642,2.0743719,2.143330015,2.68157264,2.551657189,1.582124986,2.110165404,1.743552221,2.5147756,2.080754381,2.056043149,2.151326943,2.325148047,2.712947269,1.9515457,2.586601521,2.514391639,2.463021143,1.501426136,2.049248274,2.895579424,1.942725214,1.90018006,1.842740585,2.715383275,1.996577627,1.720708821,1.796870839,3.147158914,2.179410165,2.60156048,2.132581668,1.620905743,2.306510618,2.394106573,2.119599151,2.141391742,2.302993007,2.279873459,2.944980268,1.96452043,2.076797469,1.910795082,1.829812325,3.166928345,2.241893301,2.573651935,2.292052076,2.210362659,1.865752809,2.852884385,2.248702302,2.287615957,2.683018164
Ncor1,2.632919109,2.742331305,3.220835343,2.729482447,2.822731368,2.024209182,2.693722408,2.423999172,2.137025544,2.630773853,2.289963268,2.711355701,2.350997796,3.022752195,3.456033305,2.883186405,2.444573792,2.812841044,2.652703915,2.593603437,2.658225713,2.497532278,1.766970857,2.98556464,2.836759185,2.824569561,2.387453698,2.45196229,2.810293078,2.700607215,2.801734403,2.941991689,2.300649593,2.533662435,2.920827801,2.559367232,2.358222821,3.000520124,2.968909653,2.517090607,2.699519834,3.065040996,1.951911633,2.860859131,2.31294735,1.851795828,2.553388998,2.745583012,3.106375634,1.87735667,3.276529634,2.781715813,2.421516105,2.984604374,3.159458243,1.960679419,2.597499073,2.46614869,2.844998013,2.393182455,2.727903703,1.991102825,2.581880165,2.349315048,2.649522841,2.441641812,2.382337432,2.635930722,2.577085687,3.236690969,3.087832365,2.970074958,2.702368608,2.556867761,2.775921464,2.499905935,2.462033627,2.932662554,3.129245365,2.88450585,2.925358069,3.107687784,3.268764679,2.158728692,2.408752446,2.323734372,2.728411465,2.399436736,2.05800363,2.865043282,3.09244223
Ndn,0.200378942,0.412455429,0.062977207,0.160320313,0,0.328144644,0.221811909,0.244781627,0.440251942,0.326865145,0.463401169,0.024271772,0.055744725,0.103320854,0.099915978,0.312957302,0.031625416,0,0,0.254845273,0,0.030328308,0.134320226,0.102110943,0.179555376,0,0.010947866,0.264695269,0.427591978,0,0.20502939,0.036301651,0.281779478,0.078536764,0.168564037,0.089066252,0.251012963,0.08298687,0.302333215,0,0.057703157,0,0,0,0.163854301,0.086082719,0.238773081,0.289827936,0.177237992,0.163520014,0.544369475,0.102432653,0.065279622,0.139592562,0.32627051,0.238416442,0.041814098,0.095796921,0.125276462,0.447873881,0.044116483,0.142542815,0.634484016,0.190885668,0.501989985,0,0,0.139592763,0.45947316,0,0,0.157297224,0.146556701,0,0.268144472,0.197162591,0.150048727,0.318883526,0.725323211,0.02905225,0.07074551,0.059811269,0.069763506,0.390694578,0.496988427,0.174886753,0.11201778,0.159282944,0.13905685,0.261823532,0.2749093
Ndrg1,2.147509167,2.516707597,1.900583702,1.630403092,0.297427557,1.642719451,2.558906653,0.901593192,3.155827085,2.969864154,3.307368677,2.673116241,2.706332375,0.737435358,1.839904742,2.488054494,2.567105278,3.100418731,4.952906512,3.232084982,2.354335147,2.168818773,2.136057203,2.018451093,2.428858255,2.530646888,2.310359959,2.374347329,2.631190025,4.482241854,1.578337821,2.135024111,0.843530064,1.479457442,1.389183116,0.588309459,1.826159562,2.221555302,0.483213102,2.972959142,0.037206739,1.25094927,4.159791175,1.573382939,2.735102781,3.288948977,3.397062772,2.864656066,3.03504792,2.674709992,1.300026409,3.208215313,1.27558504,3.74923991,1.169664633,2.530371794,1.971163712,3.829762279,2.348336988,2.942529718,2.748352109,1.935263329,4.112674948,1.511995729,2.381878455,2.409561851,2.522456033,3.750340316,0.556950931,1.516266165,0,1.916109623,1.998928999,3.200006631,3.100114184,1.461344684,2.91426605,1.411809542,2.025553427,1.455214376,3.640572774,0.361132756,2.246712932,1.33141969,2.790161612,3.68779018,3.11383708,3.129146058,2.867536543,2.57805844,2.028346518
Ndrg4,1.956196939,1.852660649,0.738991101,2.021277099,2.077236875,2.146021535,3.038320082,1.250104349,3.068126302,0.896120869,1.031650061,1.713188039,2.535130027,1.290963711,1.344165811,2.284885151,1.570420518,3.037775525,2.69545723,3.030984057,3.449442669,3.430496122,1.219962394,1.333106027,3.362553905,2.100753656,2.058939214,3.012731863,1.849839397,1.291866609,2.621758409,1.21843617,1.673444984,2.578017967,3.068411755,2.365926578,1.385019959,2.489420278,0.630019761,3.867773654,1.186665801,2.651873298,2.848773078,2.974079567,3.222043289,2.516985918,4.277558788,2.991678997,0.793697611,1.359417484,0.512934589,2.573856322,1.508337835,1.190106752,3.346872095,2.969127946,2.640725104,1.568906875,2.775209433,2.276630467,2.82071082,0.218723518,1.270196461,1.187262035,3.033305431,0.910193272,2.706431952,1.717943153,1.672336897,4.099871409,3.398397551,2.443089709,1.433147853,1.337569573,3.134867324,2.547289137,2.299472651,2.016313264,2.684421612,2.404224786,2.167625044,1.550222981,1.699819393,1.064872038,2.731636091,1.781948779,2.657711389,1.030485512,1.955397045,1.644398891,0.31976249
Nedd4,3.419185019,3.601060033,1.473814271,3.916112779,2.615295541,3.329874611,3.199973653,3.346919098,3.316958842,1.898149417,3.105431642,2.541918359,3.360557799,3.13050157,1.285096244,4.168844046,2.208654194,1.249183615,3.743167177,3.854909841,3.451596358,3.768958408,3.269371245,3.274928388,3.396193434,2.317681293,3.465675783,3.861046912,3.619889961,3.90636842,3.318984138,3.410494029,2.678603699,3.238157172,2.95552302,3.316412874,3.400130725,2.478323946,2.314691074,3.1711058,0.696325714,3.494143633,2.399697049,3.599180219,3.656976596,3.751308286,3.484048007,3.831813392,3.544662338,2.696337216,1.266294802,3.199170982,3.421498676,2.964017994,3.657806917,3.527333923,3.815167999,3.131867036,3.587169072,3.735214187,4.223193616,1.238066864,4.070706666,3.52393662,2.876222461,1.602865963,3.667633153,2.751403902,2.26842085,4.188088497,4.409591539,3.860158433,3.243295802,3.571517244,2.733116443,3.587822598,2.504368546,3.377182483,3.581427541,3.825010685,2.778475902,2.666037073,3.837878636,3.101878982,3.141761584,4.161751658,3.405379925,3.617513844,3.344452741,3.637563892,2.043782079
Nfatc1,0.331299431,1.14608433,0.55510862,1.090116379,0.494884143,0.538521196,0.717699809,1.229247592,0.552719037,0.538374095,0.256297496,0.35313858,1.020447994,0.136678947,0.861109658,0.497716698,1.05931037,0.27720206,0.132258692,0.258940925,0.206368264,0.415315164,0.457514525,0.240957423,0.729870171,0.342547766,0.455898131,1.043068469,0.744200232,0.490966694,0.620156455,0.547517646,0.92487189,0.713447532,1.006457101,0.502873099,0.978102945,0.247168614,0.54296552,0.775245533,0.300986807,1.063085714,0.500116177,0.405185174,0.608245977,0.399527035,0.746038097,1.124441726,0.363467654,0.463407871,0.387230971,0.307621848,0.312788162,0.609159242,0.364428278,0.999754918,0.475180875,0.252251901,0.651023736,0.512565618,0.667842044,0.585997201,0.911929516,0.283583573,0.378329011,0.477585934,1.14921029,0.867723101,0.231699701,0.58872783,0.487502355,0.310130204,0.330505083,0.28543302,0.233192308,0.758097987,0.35166723,0.888223263,1.493958196,0.293824451,0.402187939,0.168225957,0.40552046,0.14677234,0.772191042,0.124743271,0.661055581,0.147139009,0.643276766,0.227084288,0.432512497
